facility_id,County,n_inspections,n_investigations,n_enforcement,n_limitations,n_other,n_docs_total,n_civil_fines,n_stop_placement,n_conditions,years_present,latest_year,latest_enforcement_year,fetch_status
F02193,Spokane,1,0,0,0,0,1,0,0,0,2025,2025,,ok
F02192,King,0,0,0,0,0,0,0,0,0,,,,ok
F02194,Pierce,0,0,0,0,0,0,0,0,0,,,,ok
F02196,Pierce,1,0,0,0,0,1,0,0,0,2025,2025,,ok
F02195,King,0,0,0,0,0,0,0,0,0,,,,ok
F02160,Spokane,1,1,0,0,0,2,0,0,0,"2024,2025",2025,,ok
F02197,King,0,0,0,0,0,0,0,0,0,,,,ok
F02199,King,0,0,0,0,0,0,0,0,0,,,,ok
F02198,Pierce,1,0,0,0,0,1,0,0,0,2025,2025,,ok
F02201,Pierce,1,0,0,0,0,1,0,0,0,2026,2026,,ok
F02200,King,0,1,0,0,0,1,0,0,0,2025,2025,,ok
F02172,Pierce,0,0,0,0,0,0,0,0,0,,,,ok
F02203,King,0,0,0,0,0,0,0,0,0,,,,ok
F02204,King,0,0,0,0,0,0,0,0,0,,,,ok
F02205,King,0,0,0,0,0,0,0,0,0,,,,ok
F02206,King,0,1,0,0,0,1,0,0,0,2024,2024,,ok
F02207,King,0,0,0,0,0,0,0,0,0,,,,ok
F02209,Pierce,0,2,0,0,0,2,0,0,0,2025,2025,,ok
F02210,King,0,2,0,0,0,2,0,0,0,"2024,2025",2025,,ok
F02211,King,1,0,0,0,0,1,0,0,0,2025,2025,,ok
F02212,King,0,0,0,0,0,0,0,0,0,,,,ok
F02213,King,0,1,0,0,0,1,0,0,0,2025,2025,,ok
F02214,King,0,0,0,0,0,0,0,0,0,,,,ok
F02216,Spokane,1,0,0,0,0,1,0,0,0,2025,2025,,ok
F02215,Pierce,0,0,1,0,0,1,1,0,0,2026,2026,2026,ok
F02217,King,0,0,0,0,0,0,0,0,0,,,,ok
F02218,Pierce,0,0,0,0,0,0,0,0,0,,,,ok
F02219,King,0,0,0,0,0,0,0,0,0,,,,ok
F02220,King,0,3,0,0,0,3,0,0,0,2025,2025,,ok
F02187,King,0,0,0,0,0,0,0,0,0,,,,ok
F02221,Pierce,0,1,2,0,0,3,0,0,2,"2025,2026",2026,2026,ok
F02189,King,0,0,0,0,0,0,0,0,0,,,,ok
F02223,Spokane,1,0,0,0,0,1,0,0,0,2025,2025,,ok
F02222,King,0,0,0,0,0,0,0,0,0,,,,ok
F02224,Spokane,1,0,0,0,0,1,0,0,0,2025,2025,,ok
F02225,Spokane,1,4,1,0,0,6,1,0,0,"2024,2025,2026",2026,2025,ok
F02227,Pierce,1,0,0,0,0,1,0,0,0,2026,2026,,ok
F02229,King,0,1,0,0,0,1,0,0,0,2025,2025,,ok
F02230,Pierce,1,1,0,0,0,2,0,0,0,"2025,2026",2026,,ok
F02231,Pierce,0,0,0,0,0,0,0,0,0,,,,ok
F02232,Spokane,1,0,0,0,0,1,0,0,0,2025,2025,,ok
F02233,Spokane,1,1,0,0,0,2,0,0,0,2025,2025,,ok
F02234,Spokane,1,1,0,0,0,2,0,0,0,2025,2025,,ok
F02235,Pierce,1,0,0,0,0,1,0,0,0,2026,2026,,ok
F02236,Pierce,1,0,0,0,0,1,0,0,0,2025,2025,,ok
F02238,King,0,0,0,0,0,0,0,0,0,,,,ok
F02237,King,0,0,0,0,0,0,0,0,0,,,,ok
F02202,Pierce,1,0,0,0,0,1,0,0,0,2025,2025,,ok
F02239,King,0,0,0,0,0,0,0,0,0,,,,ok
F02240,King,0,0,0,0,0,0,0,0,0,,,,ok
F02241,Pierce,0,0,0,0,0,0,0,0,0,,,,ok
F02242,King,0,0,0,0,0,0,0,0,0,,,,ok
F02243,Pierce,0,0,0,0,0,0,0,0,0,,,,ok
F02245,Spokane,1,0,0,0,0,1,0,0,0,2025,2025,,ok
F02100,Pierce,1,0,0,0,0,1,0,0,0,2026,2026,,ok
F02247,Spokane,1,0,0,0,0,1,0,0,0,2025,2025,,ok
F02246,Spokane,1,0,0,0,0,1,0,0,0,2025,2025,,ok
F02248,Pierce,1,0,0,0,0,1,0,0,0,2025,2025,,ok
F02249,King,0,0,0,0,0,0,0,0,0,,,,ok
F02208,King,0,0,0,0,0,0,0,0,0,,,,ok
F02250,King,0,1,0,0,0,1,0,0,0,2024,2024,,ok
F02252,King,0,0,0,0,0,0,0,0,0,,,,ok
F02253,King,0,0,0,0,0,0,0,0,0,,,,ok
F02254,Spokane,1,0,0,0,0,1,0,0,0,2025,2025,,ok
F02255,Pierce,1,0,0,0,0,1,0,0,0,2026,2026,,ok
F02257,Pierce,0,0,0,0,0,0,0,0,0,,,,ok
F02258,Pierce,0,0,0,2,0,2,0,0,0,2023,2023,,ok
F02259,Spokane,1,0,0,0,0,1,0,0,0,2025,2025,,ok
F02262,Pierce,0,0,0,0,0,0,0,0,0,,,,ok
F02261,Pierce,0,0,0,0,0,0,0,0,0,,,,ok
F02260,King,0,0,0,0,0,0,0,0,0,,,,ok
F02226,King,0,0,0,0,0,0,0,0,0,,,,ok
F02228,Pierce,0,0,0,0,0,0,0,0,0,,,,ok
F02263,Pierce,0,0,0,0,0,0,0,0,0,,,,ok
F02264,Pierce,0,0,0,0,0,0,0,0,0,,,,ok
F02266,Spokane,1,0,0,0,0,1,0,0,0,2025,2025,,ok
F02267,Pierce,0,0,0,0,0,0,0,0,0,,,,ok
F02265,King,0,0,0,0,0,0,0,0,0,,,,ok
F02270,Pierce,1,1,0,0,0,2,0,0,0,"2025,2026",2026,,ok
F02271,King,0,0,0,0,0,0,0,0,0,,,,ok
F02272,King,0,0,0,0,0,0,0,0,0,,,,ok
F02274,King,0,0,0,0,0,0,0,0,0,,,,ok
F02273,Pierce,0,0,0,0,0,0,0,0,0,,,,ok
F02275,Spokane,1,0,0,0,0,1,0,0,0,2025,2025,,ok
F02276,King,0,0,0,0,0,0,0,0,0,,,,ok
F02277,Pierce,1,2,4,0,0,7,0,2,2,"2025,2026",2026,2026,ok
F02278,Pierce,0,0,0,0,0,0,0,0,0,,,,ok
F02279,Pierce,0,0,0,0,0,0,0,0,0,,,,ok
F02244,Pierce,0,1,0,0,0,1,0,0,0,2024,2024,,ok
F02280,King,0,0,0,0,0,0,0,0,0,,,,ok
F02281,King,0,1,0,0,0,1,0,0,0,2025,2025,,ok
F02283,King,0,0,0,0,0,0,0,0,0,,,,ok
F02282,Pierce,0,0,0,0,0,0,0,0,0,,,,ok
F02251,Pierce,0,0,0,2,0,2,0,0,0,2023,2023,,ok
F02284,King,0,0,0,0,0,0,0,0,0,,,,ok
F02287,King,0,1,0,0,0,1,0,0,0,2025,2025,,ok
F02286,Pierce,0,0,0,0,0,0,0,0,0,,,,ok
F02288,King,0,0,0,0,0,0,0,0,0,,,,ok
F02289,King,0,0,0,0,0,0,0,0,0,,,,ok
F02291,King,1,2,0,0,0,3,0,0,0,"2024,2025",2025,,ok
F02292,Pierce,0,0,0,0,0,0,0,0,0,,,,ok
F02293,Spokane,1,0,0,0,0,1,0,0,0,2025,2025,,ok
F02294,King,0,0,0,0,0,0,0,0,0,,,,ok
F02296,Pierce,0,0,0,0,0,0,0,0,0,,,,ok
F02295,Pierce,0,0,0,0,0,0,0,0,0,,,,ok
F02297,King,0,0,0,0,0,0,0,0,0,,,,ok
F02298,King,0,1,0,0,0,1,0,0,0,2026,2026,,ok
F02299,King,0,1,0,0,0,1,0,0,0,2025,2025,,ok
F02301,Pierce,0,0,1,0,0,1,1,0,0,2026,2026,2026,ok
F02300,Pierce,0,0,0,0,0,0,0,0,0,,,,ok
F02302,King,0,0,0,0,0,0,0,0,0,,,,ok
F02256,King,0,1,0,0,0,1,0,0,0,2025,2025,,ok
F02269,Pierce,0,0,1,0,0,1,1,0,0,2026,2026,2026,ok
F02303,Pierce,0,0,0,0,0,0,0,0,0,,,,ok
F02268,Pierce,1,0,0,0,0,1,0,0,0,2025,2025,,ok
F02305,Spokane,1,0,0,0,0,1,0,0,0,2025,2025,,ok
F02304,Pierce,0,0,0,0,0,0,0,0,0,,,,ok
F02306,King,0,0,0,0,0,0,0,0,0,,,,ok
F02307,Spokane,0,0,0,0,0,0,0,0,0,,,,ok
F02310,Pierce,0,0,0,0,0,0,0,0,0,,,,ok
F02312,Pierce,0,0,0,0,0,0,0,0,0,,,,ok
F02313,Pierce,0,1,0,0,0,1,0,0,0,2024,2024,,ok
F02314,Pierce,0,0,0,0,0,0,0,0,0,,,,ok
F02316,Spokane,1,0,0,0,0,1,0,0,0,2025,2025,,ok
F02315,King,0,2,1,0,0,3,1,0,0,2025,2025,2025,ok
F02318,Spokane,1,0,0,0,0,1,0,0,0,2025,2025,,ok
F02317,Pierce,0,0,0,0,0,0,0,0,0,,,,ok
F02319,Spokane,1,0,0,0,0,1,0,0,0,2024,2024,,ok
F02320,King,0,1,0,3,0,4,0,0,0,"2024,2025",2025,,ok
F02321,King,0,1,0,0,0,1,0,0,0,2025,2025,,ok
F02323,Pierce,1,0,0,0,0,1,0,0,0,2025,2025,,ok
F02322,King,0,1,0,0,0,1,0,0,0,2024,2024,,ok
F02290,King,0,0,0,0,0,0,0,0,0,,,,ok
F02324,Spokane,1,0,0,0,0,1,0,0,0,2024,2024,,ok
F02326,Spokane,1,1,1,0,0,3,1,0,0,2025,2025,2025,ok
F02285,Pierce,0,0,0,0,0,0,0,0,0,,,,ok
F02325,Spokane,1,1,0,0,0,2,0,0,0,2025,2025,,ok
F02327,King,0,0,0,0,0,0,0,0,0,,,,ok
F02328,King,0,0,0,0,0,0,0,0,0,,,,ok
F02330,Pierce,1,0,0,0,0,1,0,0,0,2024,2024,,ok
F02331,King,0,0,0,0,0,0,0,0,0,,,,ok
F02333,King,0,0,0,0,0,0,0,0,0,,,,ok
F02334,King,0,0,0,0,0,0,0,0,0,,,,ok
F02335,King,0,0,0,0,0,0,0,0,0,,,,ok
F02337,King,0,0,0,0,0,0,0,0,0,,,,ok
F02336,Pierce,1,0,0,0,0,1,0,0,0,2025,2025,,ok
F02338,Spokane,1,0,0,0,0,1,0,0,0,2024,2024,,ok
F02339,Pierce,1,0,2,0,0,3,2,0,0,2025,2025,2025,ok
F02340,King,0,0,0,0,0,0,0,0,0,,,,ok
F02308,Spokane,1,0,0,0,0,1,0,0,0,2025,2025,,ok
F02309,Pierce,0,0,0,0,0,0,0,0,0,,,,ok
F02341,King,0,0,0,0,0,0,0,0,0,,,,ok
F02342,King,0,0,0,0,0,0,0,0,0,,,,ok
F02343,Spokane,1,0,0,0,0,1,0,0,0,2025,2025,,ok
F02345,King,0,0,0,0,0,0,0,0,0,,,,ok
F02344,Pierce,1,0,0,0,0,1,0,0,0,2025,2025,,ok
F02311,Pierce,0,1,3,0,0,4,0,2,0,2025,2025,2025,ok
F02348,King,0,0,0,0,0,0,0,0,0,,,,ok
F02349,Pierce,0,0,0,0,0,0,0,0,0,,,,ok
F02350,Pierce,0,0,0,0,0,0,0,0,0,,,,ok
F02351,Pierce,0,0,0,0,0,0,0,0,0,,,,ok
F02352,Pierce,1,0,0,0,0,1,0,0,0,2025,2025,,ok
F02354,Pierce,1,0,0,0,0,1,0,0,0,2025,2025,,ok
F02355,Pierce,1,3,5,0,0,9,0,0,4,2025,2025,2025,ok
F02356,King,0,0,0,0,0,0,0,0,0,,,,ok
F02357,Pierce,1,0,0,0,0,1,0,0,0,2025,2025,,ok
F02358,King,0,0,0,0,0,0,0,0,0,,,,ok
F02359,King,0,0,0,0,0,0,0,0,0,,,,ok
F02360,King,0,0,0,0,0,0,0,0,0,,,,ok
F02362,Pierce,1,0,0,0,0,1,0,0,0,2024,2024,,ok
F02361,King,0,1,0,0,0,1,0,0,0,2025,2025,,ok
F02329,Spokane,1,0,0,0,0,1,0,0,0,2025,2025,,ok
F02363,King,0,0,0,2,0,2,0,0,0,2024,2024,,ok
F02364,King,1,0,0,0,0,1,0,0,0,2025,2025,,ok
F02365,King,0,0,0,0,0,0,0,0,0,,,,ok
F02332,Pierce,1,0,0,0,0,1,0,0,0,2025,2025,,ok
F02366,Pierce,1,1,0,0,0,2,0,0,0,2025,2025,,ok
F02367,Pierce,1,0,0,0,0,1,0,0,0,2025,2025,,ok
F02370,Pierce,1,0,0,0,0,1,0,0,0,2025,2025,,ok
F02369,King,0,0,0,0,0,0,0,0,0,,,,ok
F02371,Pierce,1,0,0,0,0,1,0,0,0,2025,2025,,ok
F02374,King,0,0,0,0,0,0,0,0,0,,,,ok
F02373,King,0,0,0,0,0,0,0,0,0,,,,ok
F02376,King,0,0,0,0,0,0,0,0,0,,,,ok
F02346,Spokane,1,0,0,0,0,1,0,0,0,2025,2025,,ok
F02375,King,1,1,0,0,0,2,0,0,0,"2025,2026",2026,,ok
F02377,Pierce,0,0,0,0,0,0,0,0,0,,,,ok
F02347,King,0,1,0,0,0,1,0,0,0,2024,2024,,ok
F02379,Spokane,1,1,0,0,0,2,0,0,0,"2025,2026",2026,,ok
F02378,Spokane,1,0,0,0,0,1,0,0,0,2025,2025,,ok
F02380,Spokane,1,0,0,0,0,1,0,0,0,2025,2025,,ok
F02383,King,0,0,0,0,0,0,0,0,0,,,,ok
F02382,Pierce,1,0,0,0,0,1,0,0,0,2025,2025,,ok
F02385,King,0,0,0,0,0,0,0,0,0,,,,ok
F02353,King,0,0,0,0,0,0,0,0,0,,,,ok
F02386,King,0,0,0,0,0,0,0,0,0,,,,ok
F02388,King,0,0,0,0,0,0,0,0,0,,,,ok
F02389,Pierce,1,0,0,0,0,1,0,0,0,2025,2025,,ok
F02387,Pierce,1,0,0,0,0,1,0,0,0,2025,2025,,ok
F02390,Pierce,1,0,0,0,0,1,0,0,0,2025,2025,,ok
F02392,Pierce,1,0,0,0,0,1,0,0,0,2025,2025,,ok
F02395,Pierce,0,0,0,0,0,0,0,0,0,,,,ok
F02394,Pierce,1,0,1,0,0,2,1,0,0,2025,2025,2025,ok
F02393,King,0,0,0,0,0,0,0,0,0,,,,ok
F02396,King,1,1,0,0,0,2,0,0,0,2025,2025,,ok
F02397,King,0,0,0,0,0,0,0,0,0,,,,ok
F02399,King,1,0,0,0,0,1,0,0,0,2026,2026,,ok
F02398,King,0,0,0,0,0,0,0,0,0,,,,ok
F02400,King,0,0,0,2,0,2,0,0,0,2024,2024,,ok
F02368,King,0,0,0,0,0,0,0,0,0,,,,ok
F02402,Pierce,1,0,0,0,0,1,0,0,0,2025,2025,,ok
F02401,King,0,0,0,0,0,0,0,0,0,,,,ok
F02403,Pierce,1,0,2,0,0,3,2,0,0,2025,2025,2025,ok
F02404,King,0,0,0,0,0,0,0,0,0,,,,ok
F02405,Pierce,1,1,0,0,0,2,0,0,0,"2024,2025",2025,,ok
F02408,Pierce,1,0,0,0,0,1,0,0,0,2025,2025,,ok
F02407,Pierce,1,0,0,0,0,1,0,0,0,2025,2025,,ok
F02409,Pierce,0,0,0,0,0,0,0,0,0,,,,ok
F02410,Pierce,1,0,0,0,0,1,0,0,0,2025,2025,,ok
F02411,Spokane,1,0,3,0,0,4,0,3,0,"2025,2026",2026,2026,ok
F02413,Spokane,1,1,0,0,0,2,0,0,0,2025,2025,,ok
F02414,Spokane,1,0,0,0,0,1,0,0,0,2025,2025,,ok
F02381,Spokane,1,0,0,0,0,1,0,0,0,2025,2025,,ok
F02412,Pierce,1,0,0,0,0,1,0,0,0,2025,2025,,ok
F02415,Pierce,0,0,0,0,0,0,0,0,0,,,,ok
F02417,Pierce,1,0,0,0,0,1,0,0,0,2025,2025,,ok
F02372,King,0,0,0,0,0,0,0,0,0,,,,ok
F02416,Pierce,1,1,1,0,0,3,1,0,0,2025,2025,2025,ok
F02418,King,0,1,0,0,0,1,0,0,0,2025,2025,,ok
F02421,Spokane,1,0,0,0,0,1,0,0,0,2025,2025,,ok
F02420,King,0,0,0,0,0,0,0,0,0,,,,ok
F02391,Spokane,1,0,0,0,0,1,0,0,0,2025,2025,,ok
F02424,Pierce,1,0,0,0,0,1,0,0,0,2025,2025,,ok
F02422,Pierce,0,0,0,0,0,0,0,0,0,,,,ok
F02425,Spokane,0,0,0,0,0,0,0,0,0,,,,ok
F02426,Pierce,1,0,0,0,0,1,0,0,0,2026,2026,,ok
F02427,King,0,0,0,0,0,0,0,0,0,,,,ok
F02429,King,0,0,0,0,0,0,0,0,0,,,,ok
F02430,King,0,0,0,0,0,0,0,0,0,,,,ok
F02431,Pierce,1,0,0,0,0,1,0,0,0,2024,2024,,ok
F02432,Pierce,1,1,0,0,0,2,0,0,0,"2025,2026",2026,,ok
F02433,King,0,0,0,0,0,0,0,0,0,,,,ok
F02434,King,0,0,0,0,0,0,0,0,0,,,,ok
F02435,King,0,0,0,0,0,0,0,0,0,,,,ok
F02436,King,0,0,0,0,0,0,0,0,0,,,,ok
F02438,Spokane,1,0,0,0,0,1,0,0,0,2025,2025,,ok
F02437,Spokane,1,0,0,0,0,1,0,0,0,2025,2025,,ok
F02439,Spokane,1,0,0,0,0,1,0,0,0,2025,2025,,ok
F02406,King,0,0,0,0,0,0,0,0,0,,,,ok
F02440,King,0,0,0,0,0,0,0,0,0,,,,ok
F02441,King,0,0,0,0,0,0,0,0,0,,,,ok
F02442,King,0,0,0,0,0,0,0,0,0,,,,ok
F02384,King,0,0,0,0,0,0,0,0,0,,,,ok
F02444,Pierce,1,1,0,2,0,4,0,0,0,"2024,2025",2025,,ok
F02443,King,0,0,0,0,0,0,0,0,0,,,,ok
F02446,King,0,0,0,0,0,0,0,0,0,,,,ok
F02447,King,0,0,0,0,0,0,0,0,0,,,,ok
F02448,Pierce,1,0,0,0,0,1,0,0,0,2024,2024,,ok
F02450,Pierce,1,0,0,0,0,1,0,0,0,2025,2025,,ok
F02451,Pierce,0,0,0,0,0,0,0,0,0,,,,ok
F02452,Pierce,1,1,0,0,0,2,0,0,0,"2025,2026",2026,,ok
F02454,Pierce,1,0,0,3,0,4,0,0,0,"2024,2025,2026",2026,,ok
F02453,Pierce,0,0,0,0,0,0,0,0,0,,,,ok
F02455,Pierce,1,0,0,0,0,1,0,0,0,2025,2025,,ok
F02419,King,0,0,0,0,0,0,0,0,0,,,,ok
F02457,King,0,0,0,0,0,0,0,0,0,,,,ok
F02456,Pierce,0,0,0,0,0,0,0,0,0,,,,ok
F02458,King,1,0,0,0,0,1,0,0,0,2025,2025,,ok
F02459,Pierce,0,1,0,0,0,1,0,0,0,2025,2025,,ok
F02460,King,0,0,0,0,0,0,0,0,0,,,,ok
F02462,Spokane,0,0,0,0,0,0,0,0,0,,,,ok
F02463,Spokane,1,0,0,0,0,1,0,0,0,2025,2025,,ok
F02464,Spokane,0,0,0,0,0,0,0,0,0,,,,ok
F02465,King,0,0,0,0,0,0,0,0,0,,,,ok
F02466,King,0,0,0,0,0,0,0,0,0,,,,ok
F02428,Spokane,0,0,0,0,0,0,0,0,0,,,,ok
F02423,King,0,0,0,0,0,0,0,0,0,,,,ok
F02469,Pierce,1,0,0,0,0,1,0,0,0,2025,2025,,ok
F02467,Spokane,1,1,0,0,0,2,0,0,0,2025,2025,,ok
F02468,Spokane,0,0,0,0,0,0,0,0,0,,,,ok
F02470,Pierce,0,0,0,0,0,0,0,0,0,,,,ok
F02471,King,1,0,0,2,0,3,0,0,0,"2024,2025",2025,,ok
F02475,Pierce,1,0,0,0,0,1,0,0,0,2025,2025,,ok
F02474,King,0,0,0,0,0,0,0,0,0,,,,ok
F02476,King,0,0,0,0,0,0,0,0,0,,,,ok
F02477,King,0,0,0,0,0,0,0,0,0,,,,ok
F02478,Pierce,0,0,0,0,0,0,0,0,0,,,,ok
F02480,Pierce,1,0,0,0,0,1,0,0,0,2025,2025,,ok
F02479,King,0,0,0,0,0,0,0,0,0,,,,ok
F02481,King,0,0,0,0,0,0,0,0,0,,,,ok
F02482,King,0,0,0,0,0,0,0,0,0,,,,ok
F02483,King,0,0,0,0,0,0,0,0,0,,,,ok
F02445,King,0,1,0,0,0,1,0,0,0,2025,2025,,ok
F02484,Pierce,0,0,0,0,0,0,0,0,0,,,,ok
F02485,Spokane,0,0,0,0,0,0,0,0,0,,,,ok
F02487,King,0,0,0,0,0,0,0,0,0,,,,ok
F02486,Spokane,1,0,0,0,0,1,0,0,0,2025,2025,,ok
F02488,Spokane,0,1,0,0,0,1,0,0,0,2024,2024,,ok
F02490,Spokane,1,0,0,0,0,1,0,0,0,2025,2025,,ok
F02491,King,1,1,1,2,0,5,1,0,0,2025,2025,2025,ok
F02492,Spokane,0,0,0,0,0,0,0,0,0,,,,ok
F02493,King,0,0,0,0,0,0,0,0,0,,,,ok
F02494,King,0,0,0,0,0,0,0,0,0,,,,ok
F02495,Pierce,1,0,0,0,0,1,0,0,0,2024,2024,,ok
F02496,Pierce,0,1,0,0,0,1,0,0,0,2025,2025,,ok
F02449,King,0,0,0,0,0,0,0,0,0,,,,ok
F02497,Spokane,0,0,0,0,0,0,0,0,0,,,,ok
F02498,Pierce,0,0,0,0,0,0,0,0,0,,,,ok
F02499,King,0,1,0,0,0,1,0,0,0,2025,2025,,ok
F02500,King,0,0,0,0,0,0,0,0,0,,,,ok
F02501,Pierce,0,1,0,0,0,1,0,0,0,2025,2025,,ok
F02503,King,0,1,0,0,0,1,0,0,0,2025,2025,,ok
F02504,King,0,0,0,0,0,0,0,0,0,,,,ok
F02461,Spokane,1,0,0,0,0,1,0,0,0,2025,2025,,ok
F02505,Spokane,1,0,0,0,0,1,0,0,0,2025,2025,,ok
F02506,King,0,0,0,0,0,0,0,0,0,,,,ok
F02507,King,0,0,0,0,0,0,0,0,0,,,,ok
F02508,Pierce,1,0,0,0,0,1,0,0,0,2025,2025,,ok
F02509,Pierce,1,0,0,0,0,1,0,0,0,2025,2025,,ok
F02511,Pierce,1,1,0,0,0,2,0,0,0,2025,2025,,ok
F02512,King,0,0,0,2,0,2,0,0,0,2024,2024,,ok
F02513,King,0,0,0,0,0,0,0,0,0,,,,ok
F02514,Pierce,1,0,0,0,0,1,0,0,0,2025,2025,,ok
F02515,King,0,0,0,0,0,0,0,0,0,,,,ok
F02516,King,1,0,0,0,0,1,0,0,0,2026,2026,,ok
F02517,Spokane,0,0,0,0,0,0,0,0,0,,,,ok
F02518,Spokane,0,0,0,0,0,0,0,0,0,,,,ok
F02472,King,0,0,0,0,0,0,0,0,0,,,,ok
F02519,Pierce,0,0,0,0,0,0,0,0,0,,,,ok
F02522,Pierce,1,0,0,0,0,1,0,0,0,2025,2025,,ok
F02520,Pierce,0,0,0,0,0,0,0,0,0,,,,ok
F02521,Pierce,0,0,0,0,0,0,0,0,0,,,,ok
F02523,King,0,0,0,0,0,0,0,0,0,,,,ok
F02525,Spokane,0,0,0,0,0,0,0,0,0,,,,ok
F02526,King,0,0,0,0,0,0,0,0,0,,,,ok
F02528,Pierce,1,0,0,0,0,1,0,0,0,2025,2025,,ok
F02527,Spokane,0,0,0,0,0,0,0,0,0,,,,ok
F02529,Spokane,1,0,0,0,0,1,0,0,0,2025,2025,,ok
F02530,Spokane,0,0,0,0,0,0,0,0,0,,,,ok
F02489,Spokane,0,0,0,0,0,0,0,0,0,,,,ok
F02531,Spokane,1,0,0,0,0,1,0,0,0,2025,2025,,ok
F02533,Pierce,0,0,0,0,0,0,0,0,0,,,,ok
F02532,King,0,0,0,0,0,0,0,0,0,,,,ok
F02534,Spokane,0,0,0,0,0,0,0,0,0,,,,ok
F02535,King,0,0,0,0,0,0,0,0,0,,,,ok
F02537,Pierce,0,0,0,0,0,0,0,0,0,,,,ok
F02538,King,0,0,0,0,0,0,0,0,0,,,,ok
F02539,King,0,1,0,0,0,1,0,0,0,2026,2026,,ok
F02473,Pierce,1,1,0,0,0,2,0,0,0,2025,2025,,ok
F02540,Pierce,1,0,0,0,0,1,0,0,0,2025,2025,,ok
F02541,Pierce,0,0,0,0,0,0,0,0,0,,,,ok
F02542,King,0,0,0,0,0,0,0,0,0,,,,ok
F02502,Pierce,1,0,0,0,0,1,0,0,0,2025,2025,,ok
F02543,Pierce,0,0,0,0,0,0,0,0,0,,,,ok
F02544,Spokane,0,1,0,0,0,1,0,0,0,2025,2025,,ok
F02546,King,0,0,0,0,0,0,0,0,0,,,,ok
F02547,Pierce,0,0,0,0,0,0,0,0,0,,,,ok
F02548,Pierce,0,0,0,0,0,0,0,0,0,,,,ok
F02550,King,0,0,0,0,0,0,0,0,0,,,,ok
F02551,Spokane,1,0,0,0,0,1,0,0,0,2025,2025,,ok
F02552,Pierce,1,0,0,0,0,1,0,0,0,2025,2025,,ok
F02553,King,0,0,0,0,0,0,0,0,0,,,,ok
F02554,King,0,0,0,0,0,0,0,0,0,,,,ok
F02555,Pierce,0,0,0,0,0,0,0,0,0,,,,ok
F02510,King,0,0,0,0,0,0,0,0,0,,,,ok
F02556,King,0,0,0,0,0,0,0,0,0,,,,ok
F02557,Spokane,0,0,0,0,0,0,0,0,0,,,,ok
F02558,King,0,0,0,0,0,0,0,0,0,,,,ok
F02559,King,0,0,0,0,0,0,0,0,0,,,,ok
F02560,King,0,0,0,0,0,0,0,0,0,,,,ok
F02562,King,0,0,0,0,0,0,0,0,0,,,,ok
F02563,King,0,0,0,0,0,0,0,0,0,,,,ok
F02524,King,0,0,0,0,0,0,0,0,0,,,,ok
F02564,Spokane,1,0,0,0,0,1,0,0,0,2025,2025,,ok
F02565,Pierce,1,0,0,0,0,1,0,0,0,2026,2026,,ok
F02567,Spokane,1,0,0,0,0,1,0,0,0,2025,2025,,ok
F02566,King,0,1,0,0,0,1,0,0,0,2025,2025,,ok
F02568,Spokane,1,0,0,0,0,1,0,0,0,2025,2025,,ok
F02570,Pierce,0,3,1,0,0,4,1,0,0,"2025,2026",2026,2025,ok
F02571,Spokane,2,0,0,0,0,2,0,0,0,2025,2025,,ok
F02572,Spokane,0,0,0,0,0,0,0,0,0,,,,ok
F02573,Spokane,1,0,0,0,0,1,0,0,0,2025,2025,,ok
F02574,Spokane,0,0,0,0,0,0,0,0,0,,,,ok
F02575,King,0,0,0,0,0,0,0,0,0,,,,ok
F02576,Spokane,0,0,0,0,0,0,0,0,0,,,,ok
F02536,Spokane,0,0,0,0,0,0,0,0,0,,,,ok
F02577,King,0,0,0,0,0,0,0,0,0,,,,ok
F02579,King,0,0,0,0,0,0,0,0,0,,,,ok
F02578,Spokane,0,0,0,0,0,0,0,0,0,,,,ok
F02580,King,0,0,0,0,0,0,0,0,0,,,,ok
F02581,Spokane,0,0,0,0,0,0,0,0,0,,,,ok
F02583,Pierce,0,0,0,3,0,3,0,0,0,2024,2024,,ok
F02584,Spokane,0,0,0,0,0,0,0,0,0,,,,ok
F02585,Spokane,0,0,0,0,0,0,0,0,0,,,,ok
F02549,Pierce,0,0,0,0,0,0,0,0,0,,,,ok
F02586,Pierce,0,0,0,0,0,0,0,0,0,,,,ok
F02587,Spokane,1,0,0,0,0,1,0,0,0,2025,2025,,ok
F02588,Pierce,1,0,0,0,0,1,0,0,0,2025,2025,,ok
F02589,King,0,0,0,0,0,0,0,0,0,,,,ok
F02590,Spokane,0,0,0,0,0,0,0,0,0,,,,ok
F02592,King,0,0,0,0,0,0,0,0,0,,,,ok
F02593,King,0,1,0,0,0,1,0,0,0,2026,2026,,ok
F02594,Spokane,1,0,0,0,0,1,0,0,0,2025,2025,,ok
F02595,King,0,0,0,0,0,0,0,0,0,,,,ok
F02596,King,0,0,0,0,0,0,0,0,0,,,,ok
F02597,Pierce,0,0,0,0,0,0,0,0,0,,,,ok
F02598,Pierce,0,0,0,0,0,0,0,0,0,,,,ok
F02599,King,0,3,0,0,0,3,0,0,0,"2025,2026",2026,,ok
F02600,King,0,0,0,0,0,0,0,0,0,,,,ok
F02601,Pierce,0,0,0,0,0,0,0,0,0,,,,ok
F02602,King,0,0,0,0,0,0,0,0,0,,,,ok
F02603,King,0,0,0,0,0,0,0,0,0,,,,ok
