facility_id,County,Licensed_Capacity,Medicaid_Contract_Flag,Specialty,Contract,n_inspections,n_investigations,n_enforcement,n_civil_fines,n_stop_placement,n_conditions,phone_shared_count,RF03_multi_home_operator,RF08_network_cluster,high_complaint_load,has_enforcement,has_stop_placement,has_condition,RF06_exclusion_match,latest_enforcement_year
F00001,King,5,No/Unknown,"Mental Health, Dementia",,0,0,0,0,0,0,1,False,False,False,False,False,False,False,
F00002,King,6,Yes (has DSHS contract),"Mental Health, Dementia, Developmental Disabilities","Adult Family Home, DDA Meaningful Day, HCS Meaningful Day",1,0,0,0,0,0,1,False,False,False,False,False,False,False,
F00003,King,6,Yes (has DSHS contract),"Mental Health, Dementia",Adult Family Home,1,1,0,0,0,0,1,False,False,False,False,False,False,False,
F00004,Pierce,6,Yes (has DSHS contract),Dementia,"Adult Family Home, Expanded Community Services",1,0,0,0,0,0,1,False,False,False,False,False,False,False,
F00005,Spokane,4,Yes (has DSHS contract),"Mental Health, Developmental Disabilities",Adult Family Home,1,0,0,0,0,0,1,False,False,False,False,False,False,False,
F00006,Pierce,6,Yes (has DSHS contract),"Mental Health, Dementia",Adult Family Home,1,2,0,0,0,0,1,False,False,False,False,False,False,False,
F00007,King,6,Yes (has DSHS contract),"Mental Health, Dementia, Developmental Disabilities",Adult Family Home,1,0,0,0,0,0,1,False,False,False,False,False,False,False,
F00008,King,6,No/Unknown,"Mental Health, Dementia, Developmental Disabilities",,1,0,0,0,0,0,1,False,False,False,False,False,False,False,
F00009,Spokane,2,Yes (has DSHS contract),Developmental Disabilities,"Adult Family Home, DDA Meaningful Day, HCS Meaningful Day",2,0,0,0,0,0,1,False,False,False,False,False,False,False,
F00010,King,5,Yes (has DSHS contract),Developmental Disabilities,Adult Family Home,1,1,0,0,0,0,1,False,False,False,False,False,False,False,
F00011,Spokane,6,Yes (has DSHS contract),"Mental Health, Dementia, Developmental Disabilities","Adult Family Home, Expanded Community Services",2,0,0,0,0,0,1,False,False,False,False,False,False,False,
F00012,Spokane,6,Yes (has DSHS contract),"Mental Health, Dementia","Adult Family Home, DDA Meaningful Day, HCS Meaningful Day",1,0,0,0,0,0,1,False,False,False,False,False,False,False,
F00013,King,6,Yes (has DSHS contract),,Adult Family Home,0,0,0,0,0,0,1,False,False,False,False,False,False,False,
F00014,King,6,Yes (has DSHS contract),Developmental Disabilities,"Adult Family Home, DDA Meaningful Day, HCS Meaningful Day",1,1,0,0,0,0,1,False,False,False,False,False,False,False,
F00015,Spokane,3,Yes (has DSHS contract),"Mental Health, Dementia",Adult Family Home,2,0,0,0,0,0,1,False,False,False,False,False,False,False,
F00016,Pierce,6,Yes (has DSHS contract),"Mental Health, Dementia, Developmental Disabilities","Adult Family Home, DDA Meaningful Day, HCS Meaningful Day",0,0,0,0,0,0,1,False,False,False,False,False,False,False,
F00017,King,3,Yes (has DSHS contract),"Dementia, Developmental Disabilities",Adult Family Home,1,1,0,0,0,0,1,False,False,False,False,False,False,False,
F00018,Pierce,5,Yes (has DSHS contract),Developmental Disabilities,Adult Family Home,1,0,0,0,0,0,1,False,False,False,False,False,False,False,
F00019,King,6,Yes (has DSHS contract),Dementia,"Adult Family Home, DDA Meaningful Day, HCS Meaningful Day",1,0,0,0,0,0,1,False,False,False,False,False,False,False,
F00020,Spokane,6,Yes (has DSHS contract),"Mental Health, Dementia, Developmental Disabilities",Adult Family Home,2,0,0,0,0,0,2,True,False,False,False,False,False,False,
F00021,Spokane,6,Yes (has DSHS contract),Developmental Disabilities,"Adult Family Home, DDA Meaningful Day, HCS Meaningful Day",1,0,0,0,0,0,1,False,False,False,False,False,False,False,
F00022,King,3,Yes (has DSHS contract),"Mental Health, Dementia",Adult Family Home,1,1,0,0,0,0,1,False,False,False,False,False,False,False,
F00023,Pierce,6,Yes (has DSHS contract),"Mental Health, Dementia, Developmental Disabilities","Adult Family Home, DDA Meaningful Day, HCS Meaningful Day",0,1,0,0,0,0,1,False,False,False,False,False,False,False,
F00024,Pierce,5,Yes (has DSHS contract),Developmental Disabilities,Adult Family Home,1,0,0,0,0,0,1,False,False,False,False,False,False,False,
F00025,King,5,Yes (has DSHS contract),Developmental Disabilities,"Adult Family Home, DDA Meaningful Day, HCS Meaningful Day",0,1,0,0,0,0,1,False,False,False,False,False,False,False,
F00026,Spokane,6,Yes (has DSHS contract),"Mental Health, Dementia, Developmental Disabilities","Adult Family Home, Expanded Community Services",2,0,0,0,0,0,1,False,False,False,False,False,False,False,
F00027,Pierce,6,Yes (has DSHS contract),"Mental Health, Dementia","Adult Family Home, DDA Meaningful Day, HCS Meaningful Day",1,0,0,0,0,0,1,False,False,False,False,False,False,False,
F00028,Pierce,6,Yes (has DSHS contract),Mental Health,Adult Family Home,1,0,0,0,0,0,1,False,False,False,False,False,False,False,
F00029,Pierce,4,Yes (has DSHS contract),"Mental Health, Developmental Disabilities",Adult Family Home,1,0,0,0,0,0,1,False,False,False,False,False,False,False,
F00030,King,6,Yes (has DSHS contract),"Mental Health, Dementia",Adult Family Home,1,0,0,0,0,0,1,False,False,False,False,False,False,False,
F00031,King,4,Yes (has DSHS contract),"Mental Health, Dementia, Developmental Disabilities",Adult Family Home,1,1,1,1,0,0,1,False,False,False,True,False,False,False,2023
F00032,King,6,Yes (has DSHS contract),"Mental Health, Dementia, Developmental Disabilities","Adult Family Home, DDA Meaningful Day, Expanded Community Services, HCS Meaningful Day, Specialized Behavior Support",1,0,0,0,0,0,1,False,False,False,False,False,False,False,
F00033,King,6,Yes (has DSHS contract),"Mental Health, Dementia, Developmental Disabilities","Adult Family Home, DDA Meaningful Day, Expanded Community Services, HCS Meaningful Day, Specialized Behavior Support",0,0,0,0,0,0,1,False,False,False,False,False,False,False,
F00034,King,6,Yes (has DSHS contract),"Mental Health, Dementia",Adult Family Home,1,1,0,0,0,0,1,False,False,False,False,False,False,False,
F00035,King,6,Yes (has DSHS contract),"Mental Health, Dementia","Adult Family Home, DDA Meaningful Day, HCS Meaningful Day",0,0,0,0,0,0,1,False,False,False,False,False,False,False,
F00036,King,6,Yes (has DSHS contract),"Mental Health, Dementia",Adult Family Home,1,1,0,0,0,0,1,False,False,False,False,False,False,False,
F00037,King,5,No/Unknown,"Mental Health, Dementia, Developmental Disabilities",,1,0,0,0,0,0,1,False,False,False,False,False,False,False,
F00038,Pierce,6,No/Unknown,Dementia,,1,2,1,1,0,0,1,False,False,False,True,False,False,False,2024
F00039,King,6,Yes (has DSHS contract),"Mental Health, Dementia, Developmental Disabilities","Adult Family Home, DDA Meaningful Day, Expanded Community Services, HCS Meaningful Day",1,1,0,0,0,0,1,False,False,False,False,False,False,False,
F00040,King,6,Yes (has DSHS contract),"Mental Health, Dementia, Developmental Disabilities",Adult Family Home,1,0,1,0,0,0,1,False,False,False,True,False,False,False,2026
F00041,Spokane,6,Yes (has DSHS contract),"Mental Health, Dementia",Adult Family Home,2,0,0,0,0,0,1,False,False,False,False,False,False,False,
F00042,King,6,No/Unknown,"Mental Health, Dementia, Developmental Disabilities",,1,0,0,0,0,0,1,False,False,False,False,False,False,False,
F00043,King,6,Yes (has DSHS contract),"Mental Health, Developmental Disabilities","Adult Family Home, DDA Meaningful Day, HCS Meaningful Day",1,0,1,1,0,0,1,False,False,False,True,False,False,False,2024
F00044,Spokane,6,Yes (has DSHS contract),"Mental Health, Dementia, Developmental Disabilities","Adult Family Home, DDA Meaningful Day, Expanded Community Services, HCS Meaningful Day",2,0,0,0,0,0,1,False,False,False,False,False,False,False,
F00045,Pierce,6,Yes (has DSHS contract),"Mental Health, Dementia","Adult Family Home, DDA Meaningful Day, Expanded Community Services, HCS Meaningful Day",2,1,0,0,0,0,3,True,True,False,False,False,False,False,
F00046,Pierce,6,Yes (has DSHS contract),"Mental Health, Developmental Disabilities","Adult Family Home, DDA Meaningful Day, HCS Meaningful Day",1,1,0,0,0,0,1,False,False,False,False,False,False,False,
F00047,Spokane,5,Yes (has DSHS contract),"Mental Health, Dementia, Developmental Disabilities","Adult Family Home, Expanded Community Services",1,0,0,0,0,0,1,False,False,False,False,False,False,False,
F00048,King,6,Yes (has DSHS contract),Dementia,"Adult Family Home, DDA Meaningful Day, HCS Meaningful Day",1,0,1,1,0,0,1,False,False,False,True,False,False,False,2025
F00049,King,6,Yes (has DSHS contract),"Mental Health, Dementia, Developmental Disabilities","Adult Family Home, DDA Meaningful Day, Expanded Community Services, HCS Meaningful Day",1,0,0,0,0,0,1,False,False,False,False,False,False,False,
F00050,Pierce,3,Yes (has DSHS contract),"Mental Health, Dementia, Developmental Disabilities","Adult Family Home, DDA Meaningful Day, HCS Meaningful Day",1,0,0,0,0,0,1,False,False,False,False,False,False,False,
F00051,King,6,Yes (has DSHS contract),"Mental Health, Dementia","Adult Family Home, DDA Meaningful Day, Expanded Community Services, HCS Meaningful Day, Specialized Behavior Support",1,1,0,0,0,0,1,False,False,False,False,False,False,False,
F00052,King,4,Yes (has DSHS contract),"Mental Health, Dementia, Developmental Disabilities",Adult Family Home,1,0,1,1,0,0,1,False,False,False,True,False,False,False,2023
F00053,King,6,Yes (has DSHS contract),"Mental Health, Dementia",Adult Family Home,0,0,0,0,0,0,1,False,False,False,False,False,False,False,
F00054,Spokane,6,Yes (has DSHS contract),"Dementia, Developmental Disabilities","Adult Family Home, DDA Meaningful Day",2,0,0,0,0,0,1,False,False,False,False,False,False,False,
F00055,King,6,Yes (has DSHS contract),"Mental Health, Dementia","Adult Family Home, DDA Meaningful Day, HCS Meaningful Day",0,0,0,0,0,0,2,True,False,False,False,False,False,False,
F00056,Spokane,6,Yes (has DSHS contract),"Dementia, Developmental Disabilities","Adult Family Home, Expanded Community Services",2,0,0,0,0,0,1,False,False,False,False,False,False,False,
F00057,King,4,No/Unknown,"Mental Health, Dementia",,1,0,0,0,0,0,1,False,False,False,False,False,False,False,
F00058,King,2,Yes (has DSHS contract),"Mental Health, Dementia, Developmental Disabilities","Adult Family Home, DDA Meaningful Day, HCS Meaningful Day",1,0,0,0,0,0,1,False,False,False,False,False,False,False,
F00059,Spokane,6,Yes (has DSHS contract),"Mental Health, Dementia, Developmental Disabilities",Adult Family Home,1,0,0,0,0,0,2,True,False,False,False,False,False,False,
F00060,King,5,Yes (has DSHS contract),"Mental Health, Dementia, Developmental Disabilities",Adult Family Home,1,0,0,0,0,0,1,False,False,False,False,False,False,False,
F00061,Spokane,2,No/Unknown,"Mental Health, Dementia",,1,0,0,0,0,0,1,False,False,False,False,False,False,False,
F00062,King,6,Yes (has DSHS contract),"Mental Health, Dementia, Developmental Disabilities","Adult Family Home, DDA Meaningful Day, HCS Meaningful Day",1,0,0,0,0,0,1,False,False,False,False,False,False,False,
F00063,Pierce,6,Yes (has DSHS contract),"Mental Health, Dementia, Developmental Disabilities",Adult Family Home,1,2,0,0,0,0,1,False,False,False,False,False,False,False,
F00064,Pierce,4,Yes (has DSHS contract),Developmental Disabilities,Adult Family Home,1,0,0,0,0,0,1,False,False,False,False,False,False,False,
F00065,King,4,Yes (has DSHS contract),"Mental Health, Dementia, Developmental Disabilities",Adult Family Home,1,0,0,0,0,0,1,False,False,False,False,False,False,False,
F00066,Spokane,6,Yes (has DSHS contract),"Mental Health, Dementia, Developmental Disabilities","Adult Family Home, DDA Meaningful Day, HCS Meaningful Day",2,0,0,0,0,0,1,False,False,False,False,False,False,False,
F00067,Pierce,6,Yes (has DSHS contract),"Mental Health, Dementia","Adult Family Home, DDA Meaningful Day, Expanded Community Services, HCS Meaningful Day",1,0,0,0,0,0,3,True,True,False,False,False,False,False,
F00068,Pierce,6,Yes (has DSHS contract),"Mental Health, Dementia, Developmental Disabilities","Adult Family Home, DDA Meaningful Day, Expanded Community Services, HCS Meaningful Day, Specialized Behavior Support",2,0,0,0,0,0,1,False,False,False,False,False,False,False,
F00069,King,6,No/Unknown,"Mental Health, Dementia",,1,0,0,0,0,0,1,False,False,False,False,False,False,False,
F00070,King,5,Yes (has DSHS contract),"Mental Health, Dementia","Adult Family Home, DDA Meaningful Day, HCS Meaningful Day",0,0,0,0,0,0,1,False,False,False,False,False,False,False,
F00071,King,6,Yes (has DSHS contract),"Mental Health, Dementia, Developmental Disabilities",Adult Family Home,0,0,0,0,0,0,1,False,False,False,False,False,False,False,
F00072,King,6,Yes (has DSHS contract),"Mental Health, Dementia, Developmental Disabilities","Adult Family Home, DDA Meaningful Day, Expanded Community Services, HCS Meaningful Day, Specialized Behavior Support",0,4,2,2,0,0,1,False,False,True,True,False,False,False,2026
F00073,King,5,Yes (has DSHS contract),Developmental Disabilities,"Adult Family Home, DDA Meaningful Day, HCS Meaningful Day",1,0,0,0,0,0,1,False,False,False,False,False,False,False,
F00074,Pierce,6,No/Unknown,Developmental Disabilities,,1,0,0,0,0,0,1,False,False,False,False,False,False,False,
F00075,King,6,No/Unknown,"Mental Health, Dementia, Developmental Disabilities",,0,0,0,0,0,0,1,False,False,False,False,False,False,False,
F00076,King,6,Yes (has DSHS contract),"Mental Health, Dementia, Developmental Disabilities",Adult Family Home,1,0,0,0,0,0,1,False,False,False,False,False,False,False,
F00077,Pierce,6,Yes (has DSHS contract),"Mental Health, Dementia, Developmental Disabilities","Adult Family Home, DDA Meaningful Day, HCS Meaningful Day",1,0,0,0,0,0,1,False,False,False,False,False,False,False,
F00078,Pierce,8,Yes (has DSHS contract),"Dementia, Developmental Disabilities","Adult Family Home, DDA Meaningful Day, HCS Meaningful Day",0,0,0,0,0,0,1,False,False,False,False,False,False,False,
F00079,Pierce,6,Yes (has DSHS contract),"Mental Health, Dementia, Developmental Disabilities","Adult Family Home, DDA Meaningful Day, Expanded Community Services, HCS Meaningful Day, Specialized Behavior Support",1,1,0,0,0,0,1,False,False,False,False,False,False,False,
F00080,King,6,Yes (has DSHS contract),Dementia,"Adult Family Home, DDA Meaningful Day, HCS Meaningful Day",1,0,0,0,0,0,1,False,False,False,False,False,False,False,
F00081,King,6,Yes (has DSHS contract),"Mental Health, Dementia","Adult Family Home, DDA Meaningful Day, HCS Meaningful Day",1,0,0,0,0,0,1,False,False,False,False,False,False,False,
F00082,Pierce,6,Yes (has DSHS contract),"Mental Health, Dementia, Developmental Disabilities","Adult Family Home, DDA Meaningful Day, HCS Meaningful Day",1,0,0,0,0,0,1,False,False,False,False,False,False,False,
F00083,King,6,Yes (has DSHS contract),"Mental Health, Dementia, Developmental Disabilities","Adult Family Home, DDA Meaningful Day, HCS Meaningful Day",1,0,0,0,0,0,1,False,False,False,False,False,False,False,
F00084,King,6,No/Unknown,"Mental Health, Dementia",,1,0,0,0,0,0,1,False,False,False,False,False,False,False,
F00085,Spokane,8,Yes (has DSHS contract),"Dementia, Developmental Disabilities","Adult Family Home, DDA Meaningful Day, Expanded Community Services, HCS Meaningful Day",1,1,0,0,0,0,1,False,False,False,False,False,False,False,
F00086,Pierce,6,Yes (has DSHS contract),Dementia,"Adult Family Home, DDA Meaningful Day, HCS Meaningful Day",1,0,0,0,0,0,1,False,False,False,False,False,False,False,
F00087,Pierce,5,Yes (has DSHS contract),Developmental Disabilities,Adult Family Home,1,1,0,0,0,0,1,False,False,False,False,False,False,False,
F00088,Pierce,4,Yes (has DSHS contract),Developmental Disabilities,"Adult Family Home, DDA Meaningful Day, HCS Meaningful Day",1,1,1,1,0,0,1,False,False,False,True,False,False,False,2026
F00089,King,6,Yes (has DSHS contract),"Mental Health, Dementia","Adult Family Home, Expanded Community Services",1,0,0,0,0,0,1,False,False,False,False,False,False,False,
F00090,Pierce,6,Yes (has DSHS contract),"Mental Health, Dementia, Developmental Disabilities","Adult Family Home, DDA Meaningful Day, Expanded Community Services, HCS Meaningful Day, Specialized Behavior Support",1,1,0,0,0,0,1,False,False,False,False,False,False,False,
F00091,King,6,Yes (has DSHS contract),"Mental Health, Dementia","Adult Family Home, DDA Meaningful Day, HCS Meaningful Day",1,0,0,0,0,0,1,False,False,False,False,False,False,False,
F00092,King,6,Yes (has DSHS contract),"Mental Health, Dementia, Developmental Disabilities","Adult Family Home, Expanded Community Services",1,0,0,0,0,0,1,False,False,False,False,False,False,False,
F00093,King,6,Yes (has DSHS contract),"Mental Health, Dementia, Developmental Disabilities",Adult Family Home,1,0,0,0,0,0,1,False,False,False,False,False,False,False,
F00094,King,2,Yes (has DSHS contract),Developmental Disabilities,Adult Family Home,1,0,0,0,0,0,1,False,False,False,False,False,False,False,
F00095,Pierce,6,Yes (has DSHS contract),"Mental Health, Dementia",Adult Family Home,2,0,0,0,0,0,1,False,False,False,False,False,False,False,
F00096,King,6,Yes (has DSHS contract),"Mental Health, Dementia","Adult Family Home, DDA Meaningful Day, HCS Meaningful Day",0,0,0,0,0,0,1,False,False,False,False,False,False,False,
F00097,Spokane,6,Yes (has DSHS contract),"Mental Health, Dementia","Adult Family Home, Expanded Community Services, Specialized Behavior Support",1,0,0,0,0,0,2,True,False,False,False,False,False,False,
F00098,King,8,No/Unknown,"Mental Health, Dementia",,1,0,0,0,0,0,1,False,False,False,False,False,False,False,
F00099,King,6,Yes (has DSHS contract),"Mental Health, Dementia, Developmental Disabilities","Adult Family Home, DDA Meaningful Day",1,0,0,0,0,0,1,False,False,False,False,False,False,False,
F00100,King,6,Yes (has DSHS contract),"Mental Health, Dementia",Adult Family Home,1,0,0,0,0,0,1,False,False,False,False,False,False,False,
F00101,King,5,Yes (has DSHS contract),"Mental Health, Dementia, Developmental Disabilities",Adult Family Home,1,0,0,0,0,0,1,False,False,False,False,False,False,False,
F00102,King,6,Yes (has DSHS contract),Dementia,Adult Family Home,1,0,0,0,0,0,1,False,False,False,False,False,False,False,
F00103,Pierce,5,No/Unknown,"Mental Health, Dementia, Developmental Disabilities",,1,0,0,0,0,0,1,False,False,False,False,False,False,False,
F00104,King,6,No/Unknown,Dementia,,1,0,0,0,0,0,1,False,False,False,False,False,False,False,
F00105,King,6,Yes (has DSHS contract),"Mental Health, Dementia, Developmental Disabilities","Adult Family Home, DDA Meaningful Day, HCS Meaningful Day",1,0,0,0,0,0,1,False,False,False,False,False,False,False,
F00106,Spokane,6,Yes (has DSHS contract),"Mental Health, Dementia, Developmental Disabilities",Adult Family Home,1,0,2,0,0,2,1,False,False,False,True,False,True,False,2026
F00107,King,6,No/Unknown,"Mental Health, Dementia",,1,0,0,0,0,0,1,False,False,False,False,False,False,False,
F00108,Pierce,6,Yes (has DSHS contract),Dementia,"Adult Family Home, DDA Meaningful Day, HCS Meaningful Day",1,0,0,0,0,0,1,False,False,False,False,False,False,False,
F00109,King,5,Yes (has DSHS contract),"Mental Health, Dementia, Developmental Disabilities","Adult Family Home, DDA Meaningful Day, HCS Meaningful Day",1,0,0,0,0,0,1,False,False,False,False,False,False,False,
F00110,King,6,No/Unknown,"Mental Health, Dementia",,1,0,0,0,0,0,1,False,False,False,False,False,False,False,
F00111,Pierce,6,Yes (has DSHS contract),"Mental Health, Dementia, Developmental Disabilities","Adult Family Home, DDA Meaningful Day, HCS Meaningful Day",1,0,0,0,0,0,1,False,False,False,False,False,False,False,
F00112,Pierce,5,Yes (has DSHS contract),Developmental Disabilities,Adult Family Home,1,1,0,0,0,0,1,False,False,False,False,False,False,False,
F00113,Spokane,6,Yes (has DSHS contract),Developmental Disabilities,"Adult Family Home, DDA Meaningful Day, HCS Meaningful Day",2,0,0,0,0,0,1,False,False,False,False,False,False,False,
F00114,King,6,No/Unknown,"Mental Health, Dementia",,1,0,0,0,0,0,1,False,False,False,False,False,False,False,
F00115,King,5,Yes (has DSHS contract),"Mental Health, Dementia, Developmental Disabilities","Adult Family Home, DDA Meaningful Day, Expanded Community Services, HCS Meaningful Day",1,0,0,0,0,0,1,False,False,False,False,False,False,False,
F00116,Pierce,6,Yes (has DSHS contract),"Mental Health, Dementia, Developmental Disabilities","Adult Family Home, DDA Meaningful Day, HCS Meaningful Day",2,1,0,0,0,0,1,False,False,False,False,False,False,False,
F00117,Pierce,6,Yes (has DSHS contract),"Mental Health, Dementia, Developmental Disabilities","Adult Family Home, DDA Meaningful Day, Expanded Community Services, HCS Meaningful Day, Specialized Behavior Support",2,1,0,0,0,0,1,False,False,False,False,False,False,False,
F00118,King,8,Yes (has DSHS contract),"Mental Health, Dementia, Developmental Disabilities","Adult Family Home, DDA Meaningful Day, HCS Meaningful Day",1,0,0,0,0,0,1,False,False,False,False,False,False,False,
F00119,Spokane,6,Yes (has DSHS contract),"Mental Health, Dementia, Developmental Disabilities","Adult Family Home, Expanded Community Services, Specialized Behavior Support",1,0,0,0,0,0,1,False,False,False,False,False,False,False,
F00120,Pierce,6,Yes (has DSHS contract),"Mental Health, Dementia, Developmental Disabilities","Adult Family Home, DDA Meaningful Day, HCS Meaningful Day",1,0,0,0,0,0,1,False,False,False,False,False,False,False,
F00121,King,6,Yes (has DSHS contract),"Mental Health, Dementia",Adult Family Home,1,0,0,0,0,0,1,False,False,False,False,False,False,False,
F00122,Pierce,6,Yes (has DSHS contract),Dementia,"Adult Family Home, DDA Meaningful Day, HCS Meaningful Day",1,0,0,0,0,0,4,True,True,False,False,False,False,False,
F00123,King,6,No/Unknown,"Mental Health, Dementia",,1,0,0,0,0,0,1,False,False,False,False,False,False,False,
F00124,King,6,Yes (has DSHS contract),"Mental Health, Dementia, Developmental Disabilities","Adult Family Home, DDA Meaningful Day, Expanded Community Services, HCS Meaningful Day, Specialized Behavior Support",1,1,0,0,0,0,1,False,False,False,False,False,False,False,
F00125,King,6,Yes (has DSHS contract),"Mental Health, Dementia, Developmental Disabilities","Adult Family Home, DDA Meaningful Day, Expanded Community Services, HCS Meaningful Day, Specialized Behavior Support",1,0,0,0,0,0,1,False,False,False,False,False,False,False,
F00126,King,6,Yes (has DSHS contract),"Mental Health, Dementia",Adult Family Home,1,0,0,0,0,0,1,False,False,False,False,False,False,False,
F00127,King,6,Yes (has DSHS contract),"Mental Health, Dementia","Adult Family Home, Expanded Community Services",1,0,0,0,0,0,1,False,False,False,False,False,False,False,
F00128,Pierce,5,Yes (has DSHS contract),"Mental Health, Dementia",Adult Family Home,1,0,0,0,0,0,1,False,False,False,False,False,False,False,
F00129,King,6,No/Unknown,"Mental Health, Dementia",,0,0,0,0,0,0,1,False,False,False,False,False,False,False,
F00130,King,6,Yes (has DSHS contract),"Mental Health, Dementia","Adult Family Home, DDA Meaningful Day, HCS Meaningful Day",1,0,0,0,0,0,1,False,False,False,False,False,False,False,
F00131,Pierce,6,Yes (has DSHS contract),"Mental Health, Dementia, Developmental Disabilities","Adult Family Home, Expanded Community Services",1,1,2,2,0,0,1,False,False,False,True,False,False,False,2024
F00132,King,6,No/Unknown,"Mental Health, Dementia",,1,0,0,0,0,0,1,False,False,False,False,False,False,False,
F00133,King,6,Yes (has DSHS contract),"Mental Health, Dementia, Developmental Disabilities",Adult Family Home,1,0,0,0,0,0,1,False,False,False,False,False,False,False,
F00134,King,5,Yes (has DSHS contract),"Mental Health, Dementia","Adult Family Home, DDA Meaningful Day, HCS Meaningful Day",1,0,0,0,0,0,1,False,False,False,False,False,False,False,
F00135,Spokane,6,No/Unknown,"Mental Health, Dementia",,1,1,0,0,0,0,1,False,False,False,False,False,False,False,
F00136,Pierce,4,Yes (has DSHS contract),"Mental Health, Dementia, Developmental Disabilities","Adult Family Home, Expanded Community Services",1,0,0,0,0,0,1,False,False,False,False,False,False,False,
F00137,King,6,Yes (has DSHS contract),Dementia,"Adult Family Home, DDA Meaningful Day, HCS Meaningful Day",1,1,2,1,0,2,1,False,False,False,True,False,True,False,2026
F00138,Spokane,6,Yes (has DSHS contract),"Mental Health, Dementia, Developmental Disabilities","Adult Family Home, DDA Meaningful Day, Expanded Community Services, HCS Meaningful Day",1,0,0,0,0,0,1,False,False,False,False,False,False,False,
F00139,Spokane,6,Yes (has DSHS contract),"Mental Health, Dementia","Adult Family Home, WCF AFH SOW, WCF Respite",2,0,0,0,0,0,1,False,False,False,False,False,False,False,
F00140,King,5,Yes (has DSHS contract),Dementia,"Adult Family Home, DDA Meaningful Day, HCS Meaningful Day",0,0,0,0,0,0,1,False,False,False,False,False,False,False,
F00141,King,3,No/Unknown,"Mental Health, Dementia, Developmental Disabilities",,1,0,0,0,0,0,1,False,False,False,False,False,False,False,
F00142,King,6,Yes (has DSHS contract),"Mental Health, Dementia, Developmental Disabilities","Adult Family Home, DDA Meaningful Day, HCS Meaningful Day",1,0,0,0,0,0,1,False,False,False,False,False,False,False,
F00143,King,6,Yes (has DSHS contract),"Mental Health, Dementia","Adult Family Home, DDA Meaningful Day, Expanded Community Services, HCS Meaningful Day",1,0,0,0,0,0,1,False,False,False,False,False,False,False,
F00144,King,6,Yes (has DSHS contract),"Mental Health, Dementia, Developmental Disabilities","Adult Family Home, DDA Meaningful Day, HCS Meaningful Day",1,0,0,0,0,0,1,False,False,False,False,False,False,False,
F00145,King,6,No/Unknown,"Mental Health, Dementia",,1,0,0,0,0,0,1,False,False,False,False,False,False,False,
F00146,King,5,Yes (has DSHS contract),"Mental Health, Dementia","Adult Family Home, Expanded Community Services, Specialized Behavior Support",1,0,0,0,0,0,1,False,False,False,False,False,False,False,
F00147,King,6,Yes (has DSHS contract),"Mental Health, Dementia, Developmental Disabilities","Adult Family Home, DDA Meaningful Day, HCS Meaningful Day",1,0,0,0,0,0,1,False,False,False,False,False,False,False,
F00148,King,6,Yes (has DSHS contract),"Mental Health, Dementia, Developmental Disabilities","Adult Family Home, DDA Meaningful Day, HCS Meaningful Day",1,0,0,0,0,0,1,False,False,False,False,False,False,False,
F00149,Spokane,6,Yes (has DSHS contract),Developmental Disabilities,Adult Family Home,1,0,0,0,0,0,1,False,False,False,False,False,False,False,
F00150,Pierce,6,Yes (has DSHS contract),"Mental Health, Dementia, Developmental Disabilities","Adult Family Home, DDA Meaningful Day, Expanded Community Services, HCS Meaningful Day",2,1,0,0,0,0,1,False,False,False,False,False,False,False,
F00151,Pierce,6,Yes (has DSHS contract),"Mental Health, Dementia","Adult Family Home, DDA Meaningful Day, HCS Meaningful Day",1,2,2,2,0,0,1,False,False,False,True,False,False,False,2025
F00152,Pierce,6,Yes (has DSHS contract),"Mental Health, Dementia, Developmental Disabilities","Adult Family Home, DDA Meaningful Day, HCS Meaningful Day",0,0,0,0,0,0,1,False,False,False,False,False,False,False,
F00153,King,4,No/Unknown,"Mental Health, Dementia",,1,0,0,0,0,0,1,False,False,False,False,False,False,False,
F00154,Pierce,6,Yes (has DSHS contract),"Mental Health, Dementia, Developmental Disabilities","Adult Family Home, DDA Meaningful Day, Expanded Community Services, HCS Meaningful Day, Specialized Behavior Support",1,0,0,0,0,0,1,False,False,False,False,False,False,False,
F00155,King,6,Yes (has DSHS contract),"Mental Health, Dementia, Developmental Disabilities","Adult Family Home, DDA Meaningful Day, HCS Meaningful Day",1,0,0,0,0,0,1,False,False,False,False,False,False,False,
F00156,King,6,Yes (has DSHS contract),"Mental Health, Dementia, Developmental Disabilities","Adult Family Home, DDA Meaningful Day, HCS Meaningful Day",1,0,0,0,0,0,1,False,False,False,False,False,False,False,
F00157,King,6,Yes (has DSHS contract),"Mental Health, Dementia, Developmental Disabilities","Adult Family Home, DDA Meaningful Day, Expanded Community Services, HCS Meaningful Day",1,0,0,0,0,0,1,False,False,False,False,False,False,False,
F00158,King,5,Yes (has DSHS contract),"Mental Health, Dementia, Developmental Disabilities","Adult Family Home, DDA Meaningful Day, HCS Meaningful Day",1,0,0,0,0,0,1,False,False,False,False,False,False,False,
F00159,Pierce,5,Yes (has DSHS contract),"Mental Health, Dementia",Adult Family Home,1,0,0,0,0,0,1,False,False,False,False,False,False,False,
F00160,Pierce,5,Yes (has DSHS contract),"Mental Health, Dementia, Developmental Disabilities","Adult Family Home, Expanded Community Services, Specialized Behavior Support",0,0,0,0,0,0,1,False,False,False,False,False,False,False,
