facility_id,License_Status,County,Licensed_Capacity,Specialty,Contract,RCS_Region_Unit,Has_Public_Reports,DateAccessed,Medicaid_Contract_Flag,n_inspections,n_investigations,n_enforcement,n_limitations,n_civil_fines,n_stop_placement,n_conditions,n_docs_total,latest_year,latest_enforcement_year,addr_shared_count,phone_shared_count,cluster_id
F00001,OP,King,5,"Mental Health, Dementia",,2E,,2026-06-26,No/Unknown,0,0,0,0,0,0,0,0,,,1,1,
F00002,OP,King,6,"Mental Health, Dementia, Developmental Disabilities","Adult Family Home, DDA Meaningful Day, HCS Meaningful Day",2I,,2026-06-26,Yes (has DSHS contract),1,0,0,0,0,0,0,1,2025,,1,1,
F00003,OP,King,6,"Mental Health, Dementia",Adult Family Home,2E,,2026-06-26,Yes (has DSHS contract),1,1,0,0,0,0,0,2,2024,,1,1,
F00004,OP,Pierce,6,Dementia,"Adult Family Home, Expanded Community Services",3F,,2026-06-26,Yes (has DSHS contract),1,0,0,0,0,0,0,1,2023,,1,1,
F00005,OP,Spokane,4,"Mental Health, Developmental Disabilities",Adult Family Home,1E,,2026-06-26,Yes (has DSHS contract),1,0,0,0,0,0,0,1,2024,,1,1,
F00006,OP,Pierce,6,"Mental Health, Dementia",Adult Family Home,3A,,2026-06-26,Yes (has DSHS contract),1,2,0,0,0,0,0,3,2025,,1,1,
F00007,OP,King,6,"Mental Health, Dementia, Developmental Disabilities",Adult Family Home,2I,,2026-06-26,Yes (has DSHS contract),1,0,0,0,0,0,0,1,2025,,1,1,
F00008,OP,King,6,"Mental Health, Dementia, Developmental Disabilities",,2E,,2026-06-26,No/Unknown,1,0,0,0,0,0,0,1,2024,,1,1,
F00009,OP,Spokane,2,Developmental Disabilities,"Adult Family Home, DDA Meaningful Day, HCS Meaningful Day",1E,,2026-06-26,Yes (has DSHS contract),2,0,0,0,0,0,0,2,2025,,1,1,
F00010,OP,King,5,Developmental Disabilities,Adult Family Home,2E,,2026-06-26,Yes (has DSHS contract),1,1,0,0,0,0,0,2,2025,,1,1,
F00011,OP,Spokane,6,"Mental Health, Dementia, Developmental Disabilities","Adult Family Home, Expanded Community Services",1E,,2026-06-26,Yes (has DSHS contract),2,0,0,0,0,0,0,2,2025,,1,1,
F00012,OP,Spokane,6,"Mental Health, Dementia","Adult Family Home, DDA Meaningful Day, HCS Meaningful Day",1E,,2026-06-26,Yes (has DSHS contract),1,0,0,0,0,0,0,1,2023,,1,1,
F00013,OP,King,6,,Adult Family Home,2E,,2026-06-26,Yes (has DSHS contract),0,0,0,0,0,0,0,0,,,1,1,
F00014,OP,King,6,Developmental Disabilities,"Adult Family Home, DDA Meaningful Day, HCS Meaningful Day",2G,,2026-06-26,Yes (has DSHS contract),1,1,0,0,0,0,0,2,2025,,1,1,
F00015,OP,Spokane,3,"Mental Health, Dementia",Adult Family Home,1E,,2026-06-26,Yes (has DSHS contract),2,0,0,0,0,0,0,2,2025,,1,1,
F00016,OP,Pierce,6,"Mental Health, Dementia, Developmental Disabilities","Adult Family Home, DDA Meaningful Day, HCS Meaningful Day",3F,,2026-06-26,Yes (has DSHS contract),0,0,0,0,0,0,0,0,,,1,1,
F00017,OP,King,3,"Dementia, Developmental Disabilities",Adult Family Home,2G,,2026-06-26,Yes (has DSHS contract),1,1,0,0,0,0,0,2,2025,,1,1,
F00018,OP,Pierce,5,Developmental Disabilities,Adult Family Home,3A,,2026-06-26,Yes (has DSHS contract),1,0,0,0,0,0,0,1,2024,,1,1,
F00019,OP,King,6,Dementia,"Adult Family Home, DDA Meaningful Day, HCS Meaningful Day",2E,,2026-06-26,Yes (has DSHS contract),1,0,0,0,0,0,0,1,2024,,1,1,
F00020,OP,Spokane,6,"Mental Health, Dementia, Developmental Disabilities",Adult Family Home,1E,,2026-06-26,Yes (has DSHS contract),2,0,0,0,0,0,0,2,2024,,1,2,OP069
F00021,OP,Spokane,6,Developmental Disabilities,"Adult Family Home, DDA Meaningful Day, HCS Meaningful Day",1E,,2026-06-26,Yes (has DSHS contract),1,0,0,0,0,0,0,1,2025,,1,1,
F00022,OP,King,3,"Mental Health, Dementia",Adult Family Home,2E,,2026-06-26,Yes (has DSHS contract),1,1,0,0,0,0,0,2,2025,,1,1,
F00023,OP,Pierce,6,"Mental Health, Dementia, Developmental Disabilities","Adult Family Home, DDA Meaningful Day, HCS Meaningful Day",3F,,2026-06-26,Yes (has DSHS contract),0,1,0,0,0,0,0,1,2025,,1,1,
F00024,OP,Pierce,5,Developmental Disabilities,Adult Family Home,3F,,2026-06-26,Yes (has DSHS contract),1,0,0,0,0,0,0,1,2024,,1,1,
F00025,OP,King,5,Developmental Disabilities,"Adult Family Home, DDA Meaningful Day, HCS Meaningful Day",2E,,2026-06-26,Yes (has DSHS contract),0,1,0,0,0,0,0,1,2024,,1,1,
F00026,OP,Spokane,6,"Mental Health, Dementia, Developmental Disabilities","Adult Family Home, Expanded Community Services",1E,,2026-06-26,Yes (has DSHS contract),2,0,0,0,0,0,0,2,2025,,1,1,
F00027,OP,Pierce,6,"Mental Health, Dementia","Adult Family Home, DDA Meaningful Day, HCS Meaningful Day",3A,,2026-06-26,Yes (has DSHS contract),1,0,0,0,0,0,0,1,2023,,1,1,
F00028,OP,Pierce,6,Mental Health,Adult Family Home,3A,,2026-06-26,Yes (has DSHS contract),1,0,0,0,0,0,0,1,2024,,1,1,
F00029,OP,Pierce,4,"Mental Health, Developmental Disabilities",Adult Family Home,3A,,2026-06-26,Yes (has DSHS contract),1,0,0,0,0,0,0,1,2025,,1,1,
F00030,OP,King,6,"Mental Health, Dementia",Adult Family Home,2E,,2026-06-26,Yes (has DSHS contract),1,0,0,0,0,0,0,1,2023,,1,1,
F00031,OP,King,4,"Mental Health, Dementia, Developmental Disabilities",Adult Family Home,2E,,2026-06-26,Yes (has DSHS contract),1,1,1,0,1,0,0,3,2023,2023,1,1,
F00032,OP,King,6,"Mental Health, Dementia, Developmental Disabilities","Adult Family Home, DDA Meaningful Day, Expanded Community Services, HCS Meaningful Day, Specialized Behavior Support",2E,,2026-06-26,Yes (has DSHS contract),1,0,0,0,0,0,0,1,2024,,1,1,
F00033,OP,King,6,"Mental Health, Dementia, Developmental Disabilities","Adult Family Home, DDA Meaningful Day, Expanded Community Services, HCS Meaningful Day, Specialized Behavior Support",2G,,2026-06-26,Yes (has DSHS contract),0,0,0,0,0,0,0,0,,,1,1,
F00034,OP,King,6,"Mental Health, Dementia",Adult Family Home,2G,,2026-06-26,Yes (has DSHS contract),1,1,0,0,0,0,0,2,2025,,1,1,
F00035,OP,King,6,"Mental Health, Dementia","Adult Family Home, DDA Meaningful Day, HCS Meaningful Day",2G,,2026-06-26,Yes (has DSHS contract),0,0,0,0,0,0,0,0,,,1,1,
F00036,OP,King,6,"Mental Health, Dementia",Adult Family Home,2E,,2026-06-26,Yes (has DSHS contract),1,1,0,0,0,0,0,2,2025,,1,1,
F00037,OP,King,5,"Mental Health, Dementia, Developmental Disabilities",,2I,,2026-06-26,No/Unknown,1,0,0,0,0,0,0,1,2025,,1,1,
F00038,OP,Pierce,6,Dementia,,3A,,2026-06-26,No/Unknown,1,2,1,0,1,0,0,4,2024,2024,1,1,
F00039,OP,King,6,"Mental Health, Dementia, Developmental Disabilities","Adult Family Home, DDA Meaningful Day, Expanded Community Services, HCS Meaningful Day",2G,,2026-06-26,Yes (has DSHS contract),1,1,0,0,0,0,0,2,2025,,1,1,
F00040,OP,King,6,"Mental Health, Dementia, Developmental Disabilities",Adult Family Home,2E,,2026-06-26,Yes (has DSHS contract),1,0,1,0,0,0,0,2,2026,2026,1,1,
F00041,OP,Spokane,6,"Mental Health, Dementia",Adult Family Home,1E,,2026-06-26,Yes (has DSHS contract),2,0,0,0,0,0,0,2,2025,,1,1,
F00042,OP,King,6,"Mental Health, Dementia, Developmental Disabilities",,2E,,2026-06-26,No/Unknown,1,0,0,0,0,0,0,1,2024,,1,1,
F00043,OP,King,6,"Mental Health, Developmental Disabilities","Adult Family Home, DDA Meaningful Day, HCS Meaningful Day",2E,,2026-06-26,Yes (has DSHS contract),1,0,1,0,1,0,0,2,2024,2024,1,1,
F00044,OP,Spokane,6,"Mental Health, Dementia, Developmental Disabilities","Adult Family Home, DDA Meaningful Day, Expanded Community Services, HCS Meaningful Day",1E,,2026-06-26,Yes (has DSHS contract),2,0,0,0,0,0,0,2,2025,,1,1,
F00045,OP,Pierce,6,"Mental Health, Dementia","Adult Family Home, DDA Meaningful Day, Expanded Community Services, HCS Meaningful Day",3F,,2026-06-26,Yes (has DSHS contract),2,1,0,0,0,0,0,3,2025,,1,3,OP045
F00046,OP,Pierce,6,"Mental Health, Developmental Disabilities","Adult Family Home, DDA Meaningful Day, HCS Meaningful Day",3A,,2026-06-26,Yes (has DSHS contract),1,1,0,0,0,0,0,2,2024,,1,1,
F00047,OP,Spokane,5,"Mental Health, Dementia, Developmental Disabilities","Adult Family Home, Expanded Community Services",1E,,2026-06-26,Yes (has DSHS contract),1,0,0,0,0,0,0,1,2024,,1,1,
F00048,OP,King,6,Dementia,"Adult Family Home, DDA Meaningful Day, HCS Meaningful Day",2I,,2026-06-26,Yes (has DSHS contract),1,0,1,0,1,0,0,2,2026,2025,1,1,
F00049,OP,King,6,"Mental Health, Dementia, Developmental Disabilities","Adult Family Home, DDA Meaningful Day, Expanded Community Services, HCS Meaningful Day",2I,,2026-06-26,Yes (has DSHS contract),1,0,0,0,0,0,0,1,2025,,1,1,
F00050,OP,Pierce,3,"Mental Health, Dementia, Developmental Disabilities","Adult Family Home, DDA Meaningful Day, HCS Meaningful Day",3A,,2026-06-26,Yes (has DSHS contract),1,0,0,0,0,0,0,1,2025,,1,1,
F00051,OP,King,6,"Mental Health, Dementia","Adult Family Home, DDA Meaningful Day, Expanded Community Services, HCS Meaningful Day, Specialized Behavior Support",2G,,2026-06-26,Yes (has DSHS contract),1,1,0,0,0,0,0,2,2025,,1,1,
F00052,OP,King,4,"Mental Health, Dementia, Developmental Disabilities",Adult Family Home,2E,,2026-06-26,Yes (has DSHS contract),1,0,1,0,1,0,0,2,2023,2023,1,1,
F00053,OP,King,6,"Mental Health, Dementia",Adult Family Home,2E,,2026-06-26,Yes (has DSHS contract),0,0,0,0,0,0,0,0,,,1,1,
F00054,OP,Spokane,6,"Dementia, Developmental Disabilities","Adult Family Home, DDA Meaningful Day",1E,,2026-06-26,Yes (has DSHS contract),2,0,0,0,0,0,0,2,2025,,1,1,
F00055,OP,King,6,"Mental Health, Dementia","Adult Family Home, DDA Meaningful Day, HCS Meaningful Day",2G,,2026-06-26,Yes (has DSHS contract),0,0,0,0,0,0,0,0,,,1,2,OP003
F00056,OP,Spokane,6,"Dementia, Developmental Disabilities","Adult Family Home, Expanded Community Services",1E,,2026-06-26,Yes (has DSHS contract),2,0,0,0,0,0,0,2,2025,,1,1,
F00057,OP,King,4,"Mental Health, Dementia",,2E,,2026-06-26,No/Unknown,1,0,0,0,0,0,0,1,2025,,1,1,
F00058,OP,King,2,"Mental Health, Dementia, Developmental Disabilities","Adult Family Home, DDA Meaningful Day, HCS Meaningful Day",2G,,2026-06-26,Yes (has DSHS contract),1,0,0,0,0,0,0,1,2025,,1,1,
F00059,OP,Spokane,6,"Mental Health, Dementia, Developmental Disabilities",Adult Family Home,1E,,2026-06-26,Yes (has DSHS contract),1,0,0,0,0,0,0,1,2023,,1,2,OP069
F00060,OP,King,5,"Mental Health, Dementia, Developmental Disabilities",Adult Family Home,2E,,2026-06-26,Yes (has DSHS contract),1,0,0,0,0,0,0,1,2025,,1,1,
F00061,OP,Spokane,2,"Mental Health, Dementia",,1E,,2026-06-26,No/Unknown,1,0,0,0,0,0,0,1,2023,,1,1,
F00062,OP,King,6,"Mental Health, Dementia, Developmental Disabilities","Adult Family Home, DDA Meaningful Day, HCS Meaningful Day",2I,,2026-06-26,Yes (has DSHS contract),1,0,0,0,0,0,0,1,2025,,1,1,
F00063,OP,Pierce,6,"Mental Health, Dementia, Developmental Disabilities",Adult Family Home,3A,,2026-06-26,Yes (has DSHS contract),1,2,0,0,0,0,0,3,2024,,1,1,
F00064,OP,Pierce,4,Developmental Disabilities,Adult Family Home,3A,,2026-06-26,Yes (has DSHS contract),1,0,0,0,0,0,0,1,2024,,1,1,
F00065,OP,King,4,"Mental Health, Dementia, Developmental Disabilities",Adult Family Home,2E,,2026-06-26,Yes (has DSHS contract),1,0,0,0,0,0,0,1,2025,,1,1,
F00066,OP,Spokane,6,"Mental Health, Dementia, Developmental Disabilities","Adult Family Home, DDA Meaningful Day, HCS Meaningful Day",1E,,2026-06-26,Yes (has DSHS contract),2,0,0,0,0,0,0,2,2026,,1,1,
F00067,OP,Pierce,6,"Mental Health, Dementia","Adult Family Home, DDA Meaningful Day, Expanded Community Services, HCS Meaningful Day",3F,,2026-06-26,Yes (has DSHS contract),1,0,0,0,0,0,0,1,2023,,1,3,OP045
F00068,OP,Pierce,6,"Mental Health, Dementia, Developmental Disabilities","Adult Family Home, DDA Meaningful Day, Expanded Community Services, HCS Meaningful Day, Specialized Behavior Support",3F,,2026-06-26,Yes (has DSHS contract),2,0,0,0,0,0,0,2,2026,,1,1,
F00069,OP,King,6,"Mental Health, Dementia",,2G,,2026-06-26,No/Unknown,1,0,0,0,0,0,0,1,2024,,1,1,
F00070,OP,King,5,"Mental Health, Dementia","Adult Family Home, DDA Meaningful Day, HCS Meaningful Day",2G,,2026-06-26,Yes (has DSHS contract),0,0,0,0,0,0,0,0,,,1,1,
F00071,OP,King,6,"Mental Health, Dementia, Developmental Disabilities",Adult Family Home,2E,,2026-06-26,Yes (has DSHS contract),0,0,0,0,0,0,0,0,,,1,1,
F00072,OP,King,6,"Mental Health, Dementia, Developmental Disabilities","Adult Family Home, DDA Meaningful Day, Expanded Community Services, HCS Meaningful Day, Specialized Behavior Support",2E,,2026-06-26,Yes (has DSHS contract),0,4,2,0,2,0,0,6,2026,2026,1,1,
F00073,OP,King,5,Developmental Disabilities,"Adult Family Home, DDA Meaningful Day, HCS Meaningful Day",2E,,2026-06-26,Yes (has DSHS contract),1,0,0,0,0,0,0,1,2023,,1,1,
F00074,OP,Pierce,6,Developmental Disabilities,,3A,,2026-06-26,No/Unknown,1,0,0,0,0,0,0,1,2024,,1,1,
F00075,OP,King,6,"Mental Health, Dementia, Developmental Disabilities",,2G,,2026-06-26,No/Unknown,0,0,0,0,0,0,0,0,,,1,1,
F00076,OP,King,6,"Mental Health, Dementia, Developmental Disabilities",Adult Family Home,2E,,2026-06-26,Yes (has DSHS contract),1,0,0,0,0,0,0,1,2024,,1,1,
F00077,OP,Pierce,6,"Mental Health, Dementia, Developmental Disabilities","Adult Family Home, DDA Meaningful Day, HCS Meaningful Day",3F,,2026-06-26,Yes (has DSHS contract),1,0,0,0,0,0,0,1,2023,,1,1,
F00078,OP,Pierce,8,"Dementia, Developmental Disabilities","Adult Family Home, DDA Meaningful Day, HCS Meaningful Day",3A,,2026-06-26,Yes (has DSHS contract),0,0,0,0,0,0,0,0,,,1,1,
F00079,OP,Pierce,6,"Mental Health, Dementia, Developmental Disabilities","Adult Family Home, DDA Meaningful Day, Expanded Community Services, HCS Meaningful Day, Specialized Behavior Support",3A,,2026-06-26,Yes (has DSHS contract),1,1,0,0,0,0,0,2,2024,,1,1,
F00080,OP,King,6,Dementia,"Adult Family Home, DDA Meaningful Day, HCS Meaningful Day",2E,,2026-06-26,Yes (has DSHS contract),1,0,0,0,0,0,0,1,2025,,1,1,
F00081,OP,King,6,"Mental Health, Dementia","Adult Family Home, DDA Meaningful Day, HCS Meaningful Day",2E,,2026-06-26,Yes (has DSHS contract),1,0,0,0,0,0,0,1,2025,,1,1,
F00082,OP,Pierce,6,"Mental Health, Dementia, Developmental Disabilities","Adult Family Home, DDA Meaningful Day, HCS Meaningful Day",3A,,2026-06-26,Yes (has DSHS contract),1,0,0,0,0,0,0,1,2023,,1,1,
F00083,OP,King,6,"Mental Health, Dementia, Developmental Disabilities","Adult Family Home, DDA Meaningful Day, HCS Meaningful Day",2G,,2026-06-26,Yes (has DSHS contract),1,0,0,0,0,0,0,1,2024,,1,1,
F00084,OP,King,6,"Mental Health, Dementia",,2G,,2026-06-26,No/Unknown,1,0,0,0,0,0,0,1,2023,,1,1,
F00085,OP,Spokane,8,"Dementia, Developmental Disabilities","Adult Family Home, DDA Meaningful Day, Expanded Community Services, HCS Meaningful Day",1E,,2026-06-26,Yes (has DSHS contract),1,1,0,0,0,0,0,2,2024,,1,1,
F00086,OP,Pierce,6,Dementia,"Adult Family Home, DDA Meaningful Day, HCS Meaningful Day",3F,,2026-06-26,Yes (has DSHS contract),1,0,0,0,0,0,0,1,2024,,1,1,
F00087,OP,Pierce,5,Developmental Disabilities,Adult Family Home,3F,,2026-06-26,Yes (has DSHS contract),1,1,0,0,0,0,0,2,2023,,1,1,
F00088,OP,Pierce,4,Developmental Disabilities,"Adult Family Home, DDA Meaningful Day, HCS Meaningful Day",3A,,2026-06-26,Yes (has DSHS contract),1,1,1,0,1,0,0,3,2026,2026,1,1,
F00089,OP,King,6,"Mental Health, Dementia","Adult Family Home, Expanded Community Services",2G,,2026-06-26,Yes (has DSHS contract),1,0,0,0,0,0,0,1,2024,,1,1,
F00090,OP,Pierce,6,"Mental Health, Dementia, Developmental Disabilities","Adult Family Home, DDA Meaningful Day, Expanded Community Services, HCS Meaningful Day, Specialized Behavior Support",3F,,2026-06-26,Yes (has DSHS contract),1,1,0,0,0,0,0,2,2024,,1,1,
F00091,OP,King,6,"Mental Health, Dementia","Adult Family Home, DDA Meaningful Day, HCS Meaningful Day",2G,,2026-06-26,Yes (has DSHS contract),1,0,0,0,0,0,0,1,2025,,1,1,
F00092,OP,King,6,"Mental Health, Dementia, Developmental Disabilities","Adult Family Home, Expanded Community Services",2E,,2026-06-26,Yes (has DSHS contract),1,0,0,0,0,0,0,1,2025,,1,1,
F00093,OP,King,6,"Mental Health, Dementia, Developmental Disabilities",Adult Family Home,2G,,2026-06-26,Yes (has DSHS contract),1,0,0,0,0,0,0,1,2024,,1,1,
F00094,OP,King,2,Developmental Disabilities,Adult Family Home,2G,,2026-06-26,Yes (has DSHS contract),1,0,0,0,0,0,0,1,2025,,1,1,
F00095,OP,Pierce,6,"Mental Health, Dementia",Adult Family Home,3A,,2026-06-26,Yes (has DSHS contract),2,0,0,0,0,0,0,2,2026,,1,1,
F00096,OP,King,6,"Mental Health, Dementia","Adult Family Home, DDA Meaningful Day, HCS Meaningful Day",2E,,2026-06-26,Yes (has DSHS contract),0,0,0,0,0,0,0,0,,,1,1,
F00097,OP,Spokane,6,"Mental Health, Dementia","Adult Family Home, Expanded Community Services, Specialized Behavior Support",1E,,2026-06-26,Yes (has DSHS contract),1,0,0,0,0,0,0,1,2024,,1,2,OP067
F00098,OP,King,8,"Mental Health, Dementia",,2G,,2026-06-26,No/Unknown,1,0,0,0,0,0,0,1,2023,,1,1,
F00099,OP,King,6,"Mental Health, Dementia, Developmental Disabilities","Adult Family Home, DDA Meaningful Day",2E,,2026-06-26,Yes (has DSHS contract),1,0,0,0,0,0,0,1,2024,,1,1,
F00100,OP,King,6,"Mental Health, Dementia",Adult Family Home,2G,,2026-06-26,Yes (has DSHS contract),1,0,0,0,0,0,0,1,2025,,1,1,
F00101,OP,King,5,"Mental Health, Dementia, Developmental Disabilities",Adult Family Home,2E,,2026-06-26,Yes (has DSHS contract),1,0,0,0,0,0,0,1,2024,,1,1,
F00102,OP,King,6,Dementia,Adult Family Home,2I,,2026-06-26,Yes (has DSHS contract),1,0,0,0,0,0,0,1,2025,,1,1,
F00103,OP,Pierce,5,"Mental Health, Dementia, Developmental Disabilities",,3A,,2026-06-26,No/Unknown,1,0,0,0,0,0,0,1,2023,,1,1,
F00104,OP,King,6,Dementia,,2E,,2026-06-26,No/Unknown,1,0,0,0,0,0,0,1,2024,,1,1,
F00105,OP,King,6,"Mental Health, Dementia, Developmental Disabilities","Adult Family Home, DDA Meaningful Day, HCS Meaningful Day",2E,,2026-06-26,Yes (has DSHS contract),1,0,0,0,0,0,0,1,2025,,1,1,
F00106,OP,Spokane,6,"Mental Health, Dementia, Developmental Disabilities",Adult Family Home,1E,,2026-06-26,Yes (has DSHS contract),1,0,2,0,0,0,2,3,2026,2026,1,1,
F00107,OP,King,6,"Mental Health, Dementia",,2E,,2026-06-26,No/Unknown,1,0,0,0,0,0,0,1,2025,,1,1,
F00108,OP,Pierce,6,Dementia,"Adult Family Home, DDA Meaningful Day, HCS Meaningful Day",3A,,2026-06-26,Yes (has DSHS contract),1,0,0,0,0,0,0,1,2024,,1,1,
F00109,OP,King,5,"Mental Health, Dementia, Developmental Disabilities","Adult Family Home, DDA Meaningful Day, HCS Meaningful Day",2G,,2026-06-26,Yes (has DSHS contract),1,0,0,0,0,0,0,1,2025,,1,1,
F00110,OP,King,6,"Mental Health, Dementia",,2I,,2026-06-26,No/Unknown,1,0,0,0,0,0,0,1,2025,,1,1,
F00111,OP,Pierce,6,"Mental Health, Dementia, Developmental Disabilities","Adult Family Home, DDA Meaningful Day, HCS Meaningful Day",3A,,2026-06-26,Yes (has DSHS contract),1,0,0,0,0,0,0,1,2025,,1,1,
F00112,OP,Pierce,5,Developmental Disabilities,Adult Family Home,3F,,2026-06-26,Yes (has DSHS contract),1,1,0,0,0,0,0,2,2024,,1,1,
F00113,OP,Spokane,6,Developmental Disabilities,"Adult Family Home, DDA Meaningful Day, HCS Meaningful Day",1E,,2026-06-26,Yes (has DSHS contract),2,0,0,0,0,0,0,2,2025,,1,1,
F00114,OP,King,6,"Mental Health, Dementia",,2G,,2026-06-26,No/Unknown,1,0,0,0,0,0,0,1,2024,,1,1,
F00115,OP,King,5,"Mental Health, Dementia, Developmental Disabilities","Adult Family Home, DDA Meaningful Day, Expanded Community Services, HCS Meaningful Day",2G,,2026-06-26,Yes (has DSHS contract),1,0,0,0,0,0,0,1,2024,,1,1,
F00116,OP,Pierce,6,"Mental Health, Dementia, Developmental Disabilities","Adult Family Home, DDA Meaningful Day, HCS Meaningful Day",3A,,2026-06-26,Yes (has DSHS contract),2,1,0,0,0,0,0,3,2026,,1,1,
F00117,OP,Pierce,6,"Mental Health, Dementia, Developmental Disabilities","Adult Family Home, DDA Meaningful Day, Expanded Community Services, HCS Meaningful Day, Specialized Behavior Support",3F,,2026-06-26,Yes (has DSHS contract),2,1,0,0,0,0,0,3,2026,,1,1,
F00118,OP,King,8,"Mental Health, Dementia, Developmental Disabilities","Adult Family Home, DDA Meaningful Day, HCS Meaningful Day",2G,,2026-06-26,Yes (has DSHS contract),1,0,0,0,0,0,0,1,2025,,1,1,
F00119,OP,Spokane,6,"Mental Health, Dementia, Developmental Disabilities","Adult Family Home, Expanded Community Services, Specialized Behavior Support",1E,,2026-06-26,Yes (has DSHS contract),1,0,0,0,0,0,0,1,2023,,1,1,
F00120,OP,Pierce,6,"Mental Health, Dementia, Developmental Disabilities","Adult Family Home, DDA Meaningful Day, HCS Meaningful Day",3F,,2026-06-26,Yes (has DSHS contract),1,0,0,0,0,0,0,1,2024,,1,1,
F00121,OP,King,6,"Mental Health, Dementia",Adult Family Home,2G,,2026-06-26,Yes (has DSHS contract),1,0,0,0,0,0,0,1,2024,,1,1,
F00122,OP,Pierce,6,Dementia,"Adult Family Home, DDA Meaningful Day, HCS Meaningful Day",3A,,2026-06-26,Yes (has DSHS contract),1,0,0,0,0,0,0,1,2024,,1,4,OP046
F00123,OP,King,6,"Mental Health, Dementia",,2E,,2026-06-26,No/Unknown,1,0,0,0,0,0,0,1,2023,,1,1,
F00124,OP,King,6,"Mental Health, Dementia, Developmental Disabilities","Adult Family Home, DDA Meaningful Day, Expanded Community Services, HCS Meaningful Day, Specialized Behavior Support",2I,,2026-06-26,Yes (has DSHS contract),1,1,0,0,0,0,0,2,2026,,1,1,
F00125,OP,King,6,"Mental Health, Dementia, Developmental Disabilities","Adult Family Home, DDA Meaningful Day, Expanded Community Services, HCS Meaningful Day, Specialized Behavior Support",2E,,2026-06-26,Yes (has DSHS contract),1,0,0,0,0,0,0,1,2025,,1,1,
F00126,OP,King,6,"Mental Health, Dementia",Adult Family Home,2E,,2026-06-26,Yes (has DSHS contract),1,0,0,0,0,0,0,1,2025,,1,1,
F00127,OP,King,6,"Mental Health, Dementia","Adult Family Home, Expanded Community Services",2E,,2026-06-26,Yes (has DSHS contract),1,0,0,0,0,0,0,1,2025,,1,1,
F00128,OP,Pierce,5,"Mental Health, Dementia",Adult Family Home,3A,,2026-06-26,Yes (has DSHS contract),1,0,0,0,0,0,0,1,2024,,1,1,
F00129,OP,King,6,"Mental Health, Dementia",,2E,,2026-06-26,No/Unknown,0,0,0,0,0,0,0,0,,,1,1,
F00130,OP,King,6,"Mental Health, Dementia","Adult Family Home, DDA Meaningful Day, HCS Meaningful Day",2I,,2026-06-26,Yes (has DSHS contract),1,0,0,0,0,0,0,1,2025,,1,1,
F00131,OP,Pierce,6,"Mental Health, Dementia, Developmental Disabilities","Adult Family Home, Expanded Community Services",3F,,2026-06-26,Yes (has DSHS contract),1,1,2,0,2,0,0,4,2024,2024,1,1,
F00132,OP,King,6,"Mental Health, Dementia",,2I,,2026-06-26,No/Unknown,1,0,0,0,0,0,0,1,2025,,1,1,
F00133,OP,King,6,"Mental Health, Dementia, Developmental Disabilities",Adult Family Home,2E,,2026-06-26,Yes (has DSHS contract),1,0,0,0,0,0,0,1,2024,,1,1,
F00134,OP,King,5,"Mental Health, Dementia","Adult Family Home, DDA Meaningful Day, HCS Meaningful Day",2G,,2026-06-26,Yes (has DSHS contract),1,0,0,0,0,0,0,1,2024,,1,1,
F00135,OP,Spokane,6,"Mental Health, Dementia",,1E,,2026-06-26,No/Unknown,1,1,0,0,0,0,0,2,2025,,1,1,
F00136,OP,Pierce,4,"Mental Health, Dementia, Developmental Disabilities","Adult Family Home, Expanded Community Services",3A,,2026-06-26,Yes (has DSHS contract),1,0,0,0,0,0,0,1,2023,,1,1,
F00137,OP,King,6,Dementia,"Adult Family Home, DDA Meaningful Day, HCS Meaningful Day",2G,,2026-06-26,Yes (has DSHS contract),1,1,2,0,1,0,2,4,2026,2026,1,1,
F00138,OP,Spokane,6,"Mental Health, Dementia, Developmental Disabilities","Adult Family Home, DDA Meaningful Day, Expanded Community Services, HCS Meaningful Day",1E,,2026-06-26,Yes (has DSHS contract),1,0,0,0,0,0,0,1,2023,,1,1,
F00139,OP,Spokane,6,"Mental Health, Dementia","Adult Family Home, WCF AFH SOW, WCF Respite",1E,,2026-06-26,Yes (has DSHS contract),2,0,0,0,0,0,0,2,2024,,1,1,
F00140,OP,King,5,Dementia,"Adult Family Home, DDA Meaningful Day, HCS Meaningful Day",2G,,2026-06-26,Yes (has DSHS contract),0,0,0,0,0,0,0,0,,,1,1,
F00141,OP,King,3,"Mental Health, Dementia, Developmental Disabilities",,2E,,2026-06-26,No/Unknown,1,0,0,0,0,0,0,1,2024,,1,1,
F00142,OP,King,6,"Mental Health, Dementia, Developmental Disabilities","Adult Family Home, DDA Meaningful Day, HCS Meaningful Day",2G,,2026-06-26,Yes (has DSHS contract),1,0,0,0,0,0,0,1,2025,,1,1,
F00143,OP,King,6,"Mental Health, Dementia","Adult Family Home, DDA Meaningful Day, Expanded Community Services, HCS Meaningful Day",2E,,2026-06-26,Yes (has DSHS contract),1,0,0,0,0,0,0,1,2025,,1,1,
F00144,OP,King,6,"Mental Health, Dementia, Developmental Disabilities","Adult Family Home, DDA Meaningful Day, HCS Meaningful Day",2I,,2026-06-26,Yes (has DSHS contract),1,0,0,0,0,0,0,1,2025,,1,1,
F00145,OP,King,6,"Mental Health, Dementia",,2I,,2026-06-26,No/Unknown,1,0,0,0,0,0,0,1,2025,,1,1,
