facility_id,License_Status,County,Licensed_Capacity,Specialty,Contract,RCS_Region_Unit,Has_Public_Reports,DateAccessed,Medicaid_Contract_Flag,n_inspections,n_investigations,n_enforcement,n_limitations,n_civil_fines,n_stop_placement,n_conditions,n_docs_total,latest_year,latest_enforcement_year,addr_shared_count,phone_shared_count,cluster_id
F00746,OP,Pierce,6,"Mental Health, Dementia","Adult Family Home, Expanded Community Services, Specialized Behavior Support",3F,,2026-06-26,Yes (has DSHS contract),0,0,0,0,0,0,0,0,,,1,1,
F00747,OP,King,6,"Mental Health, Dementia","Adult Family Home, DDA Meaningful Day, Expanded Community Services, HCS Meaningful Day",2G,,2026-06-26,Yes (has DSHS contract),1,0,0,0,0,0,0,1,2024,,1,1,
F00748,OP,Pierce,8,"Mental Health, Dementia, Developmental Disabilities","Adult Family Home, DDA Meaningful Day, HCS Meaningful Day",3F,,2026-06-26,Yes (has DSHS contract),1,0,0,0,0,0,0,1,2024,,1,1,
F00749,OP,King,6,"Mental Health, Dementia, Developmental Disabilities","Adult Family Home, DDA Meaningful Day, Expanded Community Services, HCS Meaningful Day, Specialized Behavior Support",2E,,2026-06-26,Yes (has DSHS contract),1,0,0,0,0,0,0,1,2024,,1,1,
F00750,OP,King,6,"Mental Health, Dementia","Adult Family Home, Expanded Community Services",2E,,2026-06-26,Yes (has DSHS contract),1,0,0,0,0,0,0,1,2024,,1,1,
F00751,OP,Pierce,6,"Mental Health, Dementia, Developmental Disabilities","Adult Family Home, DDA Meaningful Day, Expanded Community Services, HCS Meaningful Day",3A,,2026-06-26,Yes (has DSHS contract),2,0,0,0,0,0,0,2,2025,,1,1,
F00752,OP,King,5,"Mental Health, Dementia, Developmental Disabilities","Adult Family Home, DDA Meaningful Day, Expanded Community Services, HCS Meaningful Day, Specialized Behavior Support",2G,,2026-06-26,Yes (has DSHS contract),2,0,0,0,0,0,0,2,2025,,1,1,
F00753,OP,King,6,"Mental Health, Dementia","Adult Family Home, DDA Meaningful Day, HCS Meaningful Day",2E,,2026-06-26,Yes (has DSHS contract),1,0,0,0,0,0,0,1,2024,,1,1,
F00754,OP,Pierce,6,"Mental Health, Dementia, Developmental Disabilities","Adult Family Home, DDA Meaningful Day, Expanded Community Services, HCS Meaningful Day, Specialized Behavior Support",3F,,2026-06-26,Yes (has DSHS contract),1,1,0,0,0,0,0,2,2024,,1,1,
F00755,OP,King,8,"Mental Health, Dementia, Developmental Disabilities","Adult Family Home, DDA Meaningful Day, Expanded Community Services, HCS Meaningful Day, Specialized Behavior Support",2G,,2026-06-26,Yes (has DSHS contract),1,0,0,0,0,0,0,1,2024,,1,1,
F00756,OP,King,6,"Mental Health, Dementia","Adult Family Home, DDA Meaningful Day, HCS Meaningful Day",2E,,2026-06-26,Yes (has DSHS contract),1,1,0,0,0,0,0,2,2025,,1,1,
F00757,OP,King,6,"Mental Health, Dementia, Developmental Disabilities","Adult Family Home, DDA Meaningful Day, HCS Meaningful Day",2E,,2026-06-26,Yes (has DSHS contract),1,0,0,0,0,0,0,1,2024,,1,1,
F00758,OP,King,4,"Mental Health, Dementia, Developmental Disabilities","Adult Family Home, DDA Meaningful Day, HCS Meaningful Day",2E,,2026-06-26,Yes (has DSHS contract),1,0,0,0,0,0,0,1,2024,,1,1,
F00759,OP,Pierce,6,"Mental Health, Dementia, Developmental Disabilities","Adult Family Home, DDA Meaningful Day, Expanded Community Services, HCS Meaningful Day, Specialized Behavior Support",3A,,2026-06-26,Yes (has DSHS contract),1,1,0,0,0,0,0,2,2024,,1,1,
F00760,OP,King,6,"Mental Health, Dementia",Adult Family Home,2I,,2026-06-26,Yes (has DSHS contract),1,0,0,0,0,0,0,1,2023,,1,1,
F00761,OP,King,6,"Mental Health, Dementia",,2G,,2026-06-26,No/Unknown,1,0,0,0,0,0,0,1,2024,,1,1,
F00762,OP,Pierce,6,"Mental Health, Dementia, Developmental Disabilities","Adult Family Home, DDA Meaningful Day, Expanded Community Services, HCS Meaningful Day, Specialized Behavior Support",3F,,2026-06-26,Yes (has DSHS contract),1,0,0,0,0,0,0,1,2024,,1,1,
F00763,OP,King,6,"Mental Health, Dementia, Developmental Disabilities","Adult Family Home, DDA Meaningful Day, Expanded Community Services, HCS Meaningful Day",2I,,2026-06-26,Yes (has DSHS contract),1,1,0,0,0,0,0,2,2026,,1,1,
F00764,OP,Pierce,6,"Mental Health, Dementia, Developmental Disabilities","Adult Family Home, DDA Meaningful Day, Expanded Community Services, HCS Meaningful Day, Specialized Behavior Support",3A,,2026-06-26,Yes (has DSHS contract),1,0,0,0,0,0,0,1,2023,,1,1,
F00765,OP,King,6,"Mental Health, Dementia, Developmental Disabilities","Adult Family Home, DDA Meaningful Day, Expanded Community Services, HCS Meaningful Day, Specialized Behavior Support",2E,,2026-06-26,Yes (has DSHS contract),1,0,0,0,0,0,0,1,2024,,1,1,
F00766,OP,King,6,"Mental Health, Dementia","Adult Family Home, Expanded Community Services, Specialized Behavior Support",2G,,2026-06-26,Yes (has DSHS contract),1,0,0,0,0,0,0,1,2025,,1,1,
F00767,OP,Pierce,6,"Mental Health, Dementia","Adult Family Home, DDA Meaningful Day, HCS Meaningful Day",3A,,2026-06-26,Yes (has DSHS contract),2,0,0,0,0,0,0,2,2026,,1,1,
F00768,OP,King,6,"Mental Health, Dementia, Developmental Disabilities","Adult Family Home, Expanded Community Services, Specialized Behavior Support",2E,,2026-06-26,Yes (has DSHS contract),1,1,0,0,0,0,0,2,2024,,1,1,
F00769,OP,King,6,"Mental Health, Dementia","Adult Family Home, DDA Meaningful Day, Expanded Community Services, HCS Meaningful Day, Specialized Behavior Support",2E,,2026-06-26,Yes (has DSHS contract),0,2,0,0,0,0,0,2,2025,,1,1,
F00770,OP,Pierce,6,"Mental Health, Dementia","Adult Family Home, DDA Meaningful Day, HCS Meaningful Day",3A,,2026-06-26,Yes (has DSHS contract),2,0,0,0,0,0,0,2,2025,,1,1,
F00771,OP,King,8,"Mental Health, Dementia","Adult Family Home, DDA Meaningful Day, HCS Meaningful Day",2E,,2026-06-26,Yes (has DSHS contract),0,0,0,0,0,0,0,0,,,1,1,
F00772,OP,King,6,"Mental Health, Dementia, Developmental Disabilities","Adult Family Home, DDA Meaningful Day, Expanded Community Services, HCS Meaningful Day, Specialized Behavior Support",2G,,2026-06-26,Yes (has DSHS contract),1,0,0,2,0,0,0,3,2025,,1,1,
F00773,OP,Pierce,6,"Mental Health, Dementia, Developmental Disabilities","Adult Family Home, DDA Meaningful Day, Expanded Community Services, HCS Meaningful Day, Specialized Behavior Support",3A,,2026-06-26,Yes (has DSHS contract),1,0,0,0,0,0,0,1,2024,,1,1,
F00774,OP,Pierce,6,"Mental Health, Dementia, Developmental Disabilities","Adult Family Home, DDA Meaningful Day, Expanded Community Services, HCS Meaningful Day",3A,,2026-06-26,Yes (has DSHS contract),1,0,1,0,1,0,0,2,2024,2024,1,1,
F00775,OP,King,6,"Mental Health, Dementia","Adult Family Home, DDA Meaningful Day, HCS Meaningful Day",2G,,2026-06-26,Yes (has DSHS contract),1,2,0,0,0,0,0,3,2025,,1,1,
F00776,OP,Pierce,6,"Mental Health, Dementia, Developmental Disabilities","Adult Family Home, DDA Meaningful Day, Expanded Community Services, HCS Meaningful Day",3A,,2026-06-26,Yes (has DSHS contract),2,0,0,0,0,0,0,2,2026,,1,1,
F00777,OP,Spokane,5,"Mental Health, Dementia, Developmental Disabilities","Adult Family Home, DDA Meaningful Day, Expanded Community Services, HCS Meaningful Day, Private Duty Nursing, Specialized Behavior Support",1E,,2026-06-26,Yes (has DSHS contract),1,1,0,0,0,0,0,2,2024,,1,1,
F00778,OP,Pierce,5,"Mental Health, Dementia, Developmental Disabilities","Adult Family Home, DDA Meaningful Day, Expanded Community Services, HCS Meaningful Day, Specialized Behavior Support",3F,,2026-06-26,Yes (has DSHS contract),1,0,0,0,0,0,0,1,2024,,1,1,
F00779,OP,Pierce,5,"Mental Health, Dementia, Developmental Disabilities","Adult Family Home, DDA Meaningful Day, Expanded Community Services, HCS Meaningful Day, Specialized Behavior Support",3F,,2026-06-26,Yes (has DSHS contract),1,0,0,0,0,0,0,1,2024,,1,1,
F00780,OP,Pierce,6,"Mental Health, Dementia, Developmental Disabilities",Adult Family Home,3A,,2026-06-26,Yes (has DSHS contract),2,1,0,0,0,0,0,3,2025,,1,1,
F00781,OP,King,5,"Mental Health, Dementia, Developmental Disabilities","Adult Family Home, DDA Meaningful Day, Expanded Community Services, HCS Meaningful Day",2G,,2026-06-26,Yes (has DSHS contract),1,0,0,0,0,0,0,1,2023,,1,1,
F00782,OP,King,8,"Mental Health, Dementia, Developmental Disabilities","Adult Family Home, DDA Meaningful Day, Expanded Community Services, HCS Meaningful Day, Specialized Behavior Support",2G,,2026-06-26,Yes (has DSHS contract),1,0,0,0,0,0,0,1,2024,,1,1,
F00783,OP,Pierce,6,"Mental Health, Dementia, Developmental Disabilities","Adult Family Home, DDA Meaningful Day, Expanded Community Services, HCS Meaningful Day",3A,,2026-06-26,Yes (has DSHS contract),1,1,0,0,0,0,0,2,2023,,1,1,
F00784,OP,King,6,"Mental Health, Dementia, Developmental Disabilities","Adult Family Home, Expanded Community Services",2E,,2026-06-26,Yes (has DSHS contract),1,0,0,0,0,0,0,1,2024,,1,1,
F00785,OP,King,6,"Mental Health, Dementia",Adult Family Home,2E,,2026-06-26,Yes (has DSHS contract),1,0,0,0,0,0,0,1,2023,,1,1,
F00786,OP,Pierce,3,"Mental Health, Dementia, Developmental Disabilities","Adult Family Home, Expanded Community Services",3F,,2026-06-26,Yes (has DSHS contract),1,0,0,0,0,0,0,1,2024,,1,1,
F00787,OP,King,6,Dementia,,2G,,2026-06-26,No/Unknown,1,0,0,0,0,0,0,1,2026,,1,1,
F00788,OP,Pierce,6,"Mental Health, Dementia, Developmental Disabilities","Adult Family Home, DDA Meaningful Day, Expanded Community Services, HCS Meaningful Day, Specialized Behavior Support",3F,,2026-06-26,Yes (has DSHS contract),1,0,0,0,0,0,0,1,2023,,1,1,
F00789,OP,King,6,"Mental Health, Dementia, Developmental Disabilities","Adult Family Home, DDA Meaningful Day, Expanded Community Services, HCS Meaningful Day, Specialized Behavior Support, WCF AFH SOW",2G,,2026-06-26,Yes (has DSHS contract),1,3,1,0,1,0,0,5,2025,2024,1,1,
F00790,OP,King,6,"Mental Health, Dementia",,2I,,2026-06-26,No/Unknown,1,0,0,0,0,0,0,1,2025,,1,1,
F00791,OP,King,6,"Mental Health, Dementia",,2I,,2026-06-26,No/Unknown,1,1,0,0,0,0,0,2,2025,,1,1,
F00792,OP,King,6,"Mental Health, Dementia, Developmental Disabilities","Adult Family Home, DDA Meaningful Day, HCS Meaningful Day",2G,,2026-06-26,Yes (has DSHS contract),2,0,0,0,0,0,0,2,2026,,1,1,
F00793,OP,Pierce,6,"Mental Health, Dementia, Developmental Disabilities","Adult Family Home, DDA Meaningful Day, Expanded Community Services, HCS Meaningful Day, Specialized Behavior Support",3A,,2026-06-26,Yes (has DSHS contract),1,0,0,0,0,0,0,1,2024,,1,1,
F00794,OP,Pierce,6,"Mental Health, Dementia",Adult Family Home,3A,,2026-06-26,Yes (has DSHS contract),1,0,0,0,0,0,0,1,2024,,1,1,
F00795,OP,King,6,"Mental Health, Dementia","Adult Family Home, Expanded Community Services",2E,,2026-06-26,Yes (has DSHS contract),1,2,0,0,0,0,0,3,2025,,1,1,
F00796,OP,King,5,"Mental Health, Dementia, Developmental Disabilities","Adult Family Home, DDA Meaningful Day, Expanded Community Services, HCS Meaningful Day",2E,,2026-06-26,Yes (has DSHS contract),1,0,0,0,0,0,0,1,2023,,1,1,
F00797,OP,King,6,"Mental Health, Dementia, Developmental Disabilities","Adult Family Home, DDA Meaningful Day, HCS Meaningful Day",2G,,2026-06-26,Yes (has DSHS contract),0,0,0,0,0,0,0,0,,,1,1,
F00798,OP,Spokane,6,"Mental Health, Dementia, Developmental Disabilities","Adult Family Home, DDA Meaningful Day, Expanded Community Services, HCS Meaningful Day, Specialized Behavior Support",1E,,2026-06-26,Yes (has DSHS contract),2,0,0,0,0,0,0,2,2025,,1,1,
F00799,OP,King,6,"Mental Health, Dementia, Developmental Disabilities",Adult Family Home,2G,,2026-06-26,Yes (has DSHS contract),0,0,0,0,0,0,0,0,,,1,1,
F00800,OP,King,6,"Mental Health, Dementia, Developmental Disabilities",,2E,,2026-06-26,No/Unknown,1,0,0,0,0,0,0,1,2024,,1,1,
F00801,OP,Pierce,6,"Mental Health, Dementia, Developmental Disabilities","Adult Family Home, Expanded Community Services, Specialized Behavior Support",3A,,2026-06-26,Yes (has DSHS contract),1,1,0,0,0,0,0,2,2023,,1,1,
F00802,OP,Pierce,6,"Mental Health, Dementia","Adult Family Home, Expanded Community Services",3A,,2026-06-26,Yes (has DSHS contract),1,0,0,0,0,0,0,1,2023,,1,1,
F00803,OP,Pierce,6,"Mental Health, Dementia, Developmental Disabilities",Adult Family Home,3A,,2026-06-26,Yes (has DSHS contract),1,0,0,0,0,0,0,1,2024,,1,1,
F00804,OP,Pierce,6,"Mental Health, Dementia, Developmental Disabilities",Adult Family Home,3A,,2026-06-26,Yes (has DSHS contract),1,0,9,0,4,2,2,10,2025,2025,1,1,
F00805,OP,Pierce,5,"Mental Health, Dementia, Developmental Disabilities","Adult Family Home, DDA Meaningful Day, Expanded Community Services, HCS Meaningful Day",3A,,2026-06-26,Yes (has DSHS contract),1,0,0,0,0,0,0,1,2024,,1,1,
F00806,OP,King,6,"Mental Health, Dementia, Developmental Disabilities","Adult Family Home, Expanded Community Services",2G,,2026-06-26,Yes (has DSHS contract),1,0,0,0,0,0,0,1,2023,,1,1,
F00807,OP,Pierce,6,"Mental Health, Dementia","Adult Family Home, DDA Meaningful Day, Expanded Community Services, HCS Meaningful Day",3A,,2026-06-26,Yes (has DSHS contract),2,0,0,0,0,0,0,2,2025,,1,1,
F00808,OP,King,6,"Mental Health, Dementia","Adult Family Home, DDA Meaningful Day, Expanded Community Services, HCS Meaningful Day, Specialized Behavior Support",2E,,2026-06-26,Yes (has DSHS contract),1,1,0,0,0,0,0,2,2025,,1,1,
F00809,OP,Pierce,6,"Mental Health, Dementia, Developmental Disabilities","Adult Family Home, DDA Meaningful Day, Expanded Community Services, HCS Meaningful Day, Specialized Behavior Support",3F,,2026-06-26,Yes (has DSHS contract),1,1,0,0,0,0,0,2,2023,,1,1,
F00810,OP,King,6,"Mental Health, Dementia","Adult Family Home, DDA Meaningful Day, HCS Meaningful Day",2E,,2026-06-26,Yes (has DSHS contract),1,0,0,0,0,0,0,1,2024,,1,1,
F00811,OP,Pierce,8,"Mental Health, Dementia, Developmental Disabilities","Adult Family Home, DDA Meaningful Day, Expanded Community Services, HCS Meaningful Day, Specialized Behavior Support",3A,,2026-06-26,Yes (has DSHS contract),1,0,0,0,0,0,0,1,2023,,1,1,
F00812,OP,Spokane,8,"Mental Health, Developmental Disabilities","Adult Family Home, Expanded Community Services, Specialized Behavior Support",1E,,2026-06-26,Yes (has DSHS contract),1,0,0,2,0,0,0,3,2024,,1,1,
F00813,OP,Pierce,5,"Mental Health, Dementia","Adult Family Home, DDA Meaningful Day, Expanded Community Services, HCS Meaningful Day",3F,,2026-06-26,Yes (has DSHS contract),1,0,0,0,0,0,0,1,2023,,1,1,
F00814,OP,King,8,"Mental Health, Dementia","Adult Family Home, DDA Meaningful Day, HCS Meaningful Day",2G,,2026-06-26,Yes (has DSHS contract),1,0,0,0,0,0,0,1,2025,,1,2,OP023
F00815,OP,King,5,"Mental Health, Dementia, Developmental Disabilities","Adult Family Home, DDA Meaningful Day, Expanded Community Services, HCS Meaningful Day",2E,,2026-06-26,Yes (has DSHS contract),1,0,0,0,0,0,0,1,2023,,1,1,
F00816,OP,King,6,"Mental Health, Dementia, Developmental Disabilities","Adult Family Home, DDA Meaningful Day, HCS Meaningful Day",2E,,2026-06-26,Yes (has DSHS contract),1,2,0,0,0,0,0,3,2025,,1,1,
F00817,OP,King,6,"Mental Health, Dementia, Developmental Disabilities","Adult Family Home, Expanded Community Services, Specialized Behavior Support",2G,,2026-06-26,Yes (has DSHS contract),1,0,0,0,0,0,0,1,2025,,1,1,
F00818,OP,Pierce,4,"Mental Health, Dementia, Developmental Disabilities","Adult Family Home, DDA Meaningful Day, HCS Meaningful Day",3F,,2026-06-26,Yes (has DSHS contract),1,0,0,0,0,0,0,1,2024,,1,1,
F00819,OP,King,5,"Mental Health, Dementia, Developmental Disabilities","Adult Family Home, DDA Meaningful Day, HCS Meaningful Day",2E,,2026-06-26,Yes (has DSHS contract),1,0,0,0,0,0,0,1,2025,,1,1,
F00820,OP,King,6,"Mental Health, Dementia","Adult Family Home, HCS Meaningful Day",2G,,2026-06-26,Yes (has DSHS contract),1,0,0,0,0,0,0,1,2023,,1,1,
F00821,OP,Spokane,6,"Mental Health, Dementia, Developmental Disabilities","Adult Family Home, DDA Meaningful Day, Expanded Community Services, HCS Meaningful Day",1E,,2026-06-26,Yes (has DSHS contract),2,0,0,0,0,0,0,2,2025,,1,1,
F00822,OP,King,6,"Mental Health, Dementia","Adult Family Home, DDA Meaningful Day, HCS Meaningful Day",2I,,2026-06-26,Yes (has DSHS contract),1,1,0,0,0,0,0,2,2025,,1,1,
F00823,OP,King,6,"Mental Health, Dementia","Adult Family Home, DDA Meaningful Day, Expanded Community Services, HCS Meaningful Day",2I,,2026-06-26,Yes (has DSHS contract),1,0,0,0,0,0,0,1,2026,,1,1,
F00824,OP,Pierce,5,"Mental Health, Dementia, Developmental Disabilities",Adult Family Home,3A,,2026-06-26,Yes (has DSHS contract),1,0,0,0,0,0,0,1,2025,,1,1,
F00825,OP,King,6,"Mental Health, Dementia","Adult Family Home, DDA Meaningful Day, Expanded Community Services, HCS Meaningful Day, WCF AFH SOW",2G,,2026-06-26,Yes (has DSHS contract),1,0,0,0,0,0,0,1,2024,,1,1,
F00826,OP,King,6,"Mental Health, Dementia, Developmental Disabilities",Adult Family Home,2E,,2026-06-26,Yes (has DSHS contract),1,2,0,0,0,0,0,3,2024,,1,1,
F00827,OP,King,6,"Mental Health, Dementia","Adult Family Home, DDA Meaningful Day, Expanded Community Services, HCS Meaningful Day",2E,,2026-06-26,Yes (has DSHS contract),1,1,0,0,0,0,0,2,2025,,1,1,
F00828,OP,King,5,"Mental Health, Dementia, Developmental Disabilities","Adult Family Home, DDA Meaningful Day, Expanded Community Services, HCS Meaningful Day",2E,,2026-06-26,Yes (has DSHS contract),1,0,0,0,0,0,0,1,2024,,1,1,
F00829,OP,Spokane,6,"Mental Health, Dementia",Adult Family Home,1E,,2026-06-26,Yes (has DSHS contract),1,0,1,0,1,0,0,2,2025,2025,1,1,
F00830,OP,King,6,"Mental Health, Dementia","Adult Family Home, DDA Meaningful Day, HCS Meaningful Day",2I,,2026-06-26,Yes (has DSHS contract),1,0,0,0,0,0,0,1,2025,,1,1,
F00831,OP,King,6,"Mental Health, Dementia, Developmental Disabilities","Adult Family Home, DDA Meaningful Day, Expanded Community Services, HCS Meaningful Day",2I,,2026-06-26,Yes (has DSHS contract),1,1,0,0,0,0,0,2,2025,,1,1,
F00832,OP,Pierce,6,"Mental Health, Dementia, Developmental Disabilities","Adult Family Home, Expanded Community Services, HCS Meaningful Day, Specialized Behavior Support",3F,,2026-06-26,Yes (has DSHS contract),1,0,0,0,0,0,0,1,2023,,1,1,
F00833,OP,King,2,"Mental Health, Dementia","Adult Family Home, Expanded Community Services",2E,,2026-06-26,Yes (has DSHS contract),1,0,0,0,0,0,0,1,2024,,1,1,
F00834,OP,King,6,"Mental Health, Dementia",Adult Family Home,2G,,2026-06-26,Yes (has DSHS contract),0,0,0,0,0,0,0,0,,,1,1,
F00835,OP,King,6,"Mental Health, Dementia",Adult Family Home,2E,,2026-06-26,Yes (has DSHS contract),1,0,0,0,0,0,0,1,2023,,1,1,
F00836,OP,King,6,"Mental Health, Dementia","Adult Family Home, DDA Meaningful Day, HCS Meaningful Day",2G,,2026-06-26,Yes (has DSHS contract),1,0,0,0,0,0,0,1,2024,,1,1,
F00837,OP,King,6,"Mental Health, Dementia, Developmental Disabilities","Adult Family Home, Expanded Community Services",2I,,2026-06-26,Yes (has DSHS contract),1,0,0,0,0,0,0,1,2025,,1,1,
F00838,OP,Pierce,8,"Mental Health, Dementia, Developmental Disabilities","Adult Family Home, DDA Meaningful Day, Expanded Community Services, HCS Meaningful Day, Specialized Behavior Support",3F,,2026-06-26,Yes (has DSHS contract),0,0,0,0,0,0,0,0,,,1,2,OP032
F00839,OP,King,6,"Mental Health, Dementia","Adult Family Home, DDA Meaningful Day, HCS Meaningful Day",2E,,2026-06-26,Yes (has DSHS contract),1,0,0,0,0,0,0,1,2024,,1,1,
F00840,OP,King,6,"Mental Health, Dementia","Adult Family Home, DDA Meaningful Day, HCS Meaningful Day",2E,,2026-06-26,Yes (has DSHS contract),1,0,0,0,0,0,0,1,2024,,1,1,
F00841,OP,King,6,"Mental Health, Dementia, Developmental Disabilities",Adult Family Home,2G,,2026-06-26,Yes (has DSHS contract),1,1,2,0,2,0,0,4,2025,2025,1,1,
F00842,OP,King,6,"Mental Health, Dementia","Adult Family Home, DDA Meaningful Day, HCS Meaningful Day",2G,,2026-06-26,Yes (has DSHS contract),1,0,0,0,0,0,0,1,2023,,1,1,
F00843,OP,Pierce,6,"Mental Health, Dementia, Developmental Disabilities","Adult Family Home, DDA Meaningful Day, Expanded Community Services, HCS Meaningful Day, Specialized Behavior Support",3F,,2026-06-26,Yes (has DSHS contract),1,0,0,0,0,0,0,1,2025,,1,1,
F00844,OP,King,6,"Mental Health, Dementia, Developmental Disabilities","Adult Family Home, Expanded Community Services",2G,,2026-06-26,Yes (has DSHS contract),0,0,0,0,0,0,0,0,,,1,1,
F00845,OP,King,6,"Mental Health, Dementia, Developmental Disabilities","Adult Family Home, DDA Meaningful Day, Expanded Community Services, HCS Meaningful Day, Specialized Behavior Support",2E,,2026-06-26,Yes (has DSHS contract),1,1,0,0,0,0,0,2,2025,,1,1,
F00846,OP,King,5,"Mental Health, Dementia","Adult Family Home, DDA Meaningful Day, HCS Meaningful Day",2E,,2026-06-26,Yes (has DSHS contract),1,0,0,0,0,0,0,1,2024,,1,1,
F00847,OP,King,6,"Mental Health, Dementia","Adult Family Home, DDA Meaningful Day, HCS Meaningful Day",2G,,2026-06-26,Yes (has DSHS contract),0,1,0,0,0,0,0,1,2023,,1,1,
F00848,OP,King,6,"Mental Health, Dementia, Developmental Disabilities",,2I,,2026-06-26,No/Unknown,1,0,0,0,0,0,0,1,2025,,1,3,OP010
F00849,OP,Spokane,6,"Mental Health, Dementia, Developmental Disabilities","Adult Family Home, Expanded Community Services, Specialized Behavior Support",1E,,2026-06-26,Yes (has DSHS contract),1,0,0,0,0,0,0,1,2024,,1,1,
F00850,OP,King,6,"Mental Health, Dementia, Developmental Disabilities","Adult Family Home, DDA Meaningful Day, Expanded Community Services, HCS Meaningful Day",2G,,2026-06-26,Yes (has DSHS contract),1,1,0,0,0,0,0,2,2025,,1,1,
F00851,OP,Pierce,5,"Mental Health, Dementia, Developmental Disabilities","Adult Family Home, DDA Meaningful Day, Expanded Community Services, HCS Meaningful Day",3A,,2026-06-26,Yes (has DSHS contract),2,0,0,0,0,0,0,2,2025,,1,1,
F00852,OP,Pierce,6,"Mental Health, Dementia, Developmental Disabilities","Adult Family Home, DDA Meaningful Day, Expanded Community Services, HCS Meaningful Day, Specialized Behavior Support",3A,,2026-06-26,Yes (has DSHS contract),1,0,0,0,0,0,0,1,2024,,1,1,
F00853,OP,Pierce,8,"Mental Health, Dementia, Developmental Disabilities","Adult Family Home, DDA Meaningful Day, Expanded Community Services, HCS Meaningful Day, Specialized Behavior Support",3A,,2026-06-26,Yes (has DSHS contract),1,2,0,0,0,0,0,3,2024,,1,1,
F00854,OP,King,6,"Mental Health, Dementia, Developmental Disabilities","Adult Family Home, DDA Meaningful Day, HCS Meaningful Day",2E,,2026-06-26,Yes (has DSHS contract),0,0,0,0,0,0,0,0,,,1,1,
F00855,OP,King,8,"Mental Health, Dementia, Developmental Disabilities","Adult Family Home, DDA Meaningful Day, HCS Meaningful Day",2E,,2026-06-26,Yes (has DSHS contract),1,0,0,0,0,0,0,1,2023,,1,1,
F00856,OP,Pierce,6,"Mental Health, Dementia",,3A,,2026-06-26,No/Unknown,2,0,0,0,0,0,0,2,2025,,1,1,
F00857,OP,Pierce,6,"Mental Health, Dementia, Developmental Disabilities",,3F,,2026-06-26,No/Unknown,1,4,0,0,0,0,0,5,2025,,1,1,
F00858,OP,King,6,"Mental Health, Dementia, Developmental Disabilities","Adult Family Home, DDA Meaningful Day, HCS Meaningful Day",2G,,2026-06-26,Yes (has DSHS contract),1,0,0,0,0,0,0,1,2024,,1,2,OP005
F00859,OP,Pierce,6,"Mental Health, Dementia",Adult Family Home,3A,,2026-06-26,Yes (has DSHS contract),1,1,0,0,0,0,0,2,2024,,1,1,
F00860,OP,Pierce,6,"Mental Health, Dementia",,3A,,2026-06-26,No/Unknown,1,0,0,0,0,0,0,1,2023,,1,1,
F00861,OP,King,8,"Mental Health, Dementia",Adult Family Home,2E,,2026-06-26,Yes (has DSHS contract),1,0,0,0,0,0,0,1,2025,,1,1,
F00862,OP,King,6,"Mental Health, Dementia, Developmental Disabilities","Adult Family Home, Expanded Community Services, Specialized Behavior Support",2G,,2026-06-26,Yes (has DSHS contract),1,0,0,0,0,0,0,1,2024,,1,1,
F00863,OP,Pierce,6,"Mental Health, Dementia, Developmental Disabilities","Adult Family Home, Expanded Community Services, Specialized Behavior Support",3F,,2026-06-26,Yes (has DSHS contract),1,0,0,0,0,0,0,1,2024,,1,1,
F00864,OP,Spokane,8,"Mental Health, Dementia","Adult Family Home, Expanded Community Services, Private Duty Nursing, Specialized Behavior Support",1E,,2026-06-26,Yes (has DSHS contract),2,0,0,0,0,0,0,2,2024,,1,1,
F00865,OP,King,6,"Mental Health, Dementia","Adult Family Home, DDA Meaningful Day, HCS Meaningful Day",2I,,2026-06-26,Yes (has DSHS contract),1,0,0,0,0,0,0,1,2025,,1,2,OP002
F00866,OP,King,6,"Mental Health, Dementia","Adult Family Home, DDA Meaningful Day, HCS Meaningful Day",2E,,2026-06-26,Yes (has DSHS contract),1,0,0,0,0,0,0,1,2025,,1,1,
F00867,OP,Spokane,6,"Mental Health, Dementia, Developmental Disabilities","Adult Family Home, DDA Meaningful Day, Expanded Community Services, HCS Meaningful Day, Specialized Behavior Support",1E,,2026-06-26,Yes (has DSHS contract),2,1,1,0,1,0,0,4,2024,2023,1,1,
F00868,OP,King,6,"Mental Health, Dementia","Adult Family Home, DDA Meaningful Day, Expanded Community Services, HCS Meaningful Day, Specialized Behavior Support",2G,,2026-06-26,Yes (has DSHS contract),1,1,0,0,0,0,0,2,2024,,1,1,
F00869,OP,Pierce,6,"Mental Health, Dementia, Developmental Disabilities","Adult Family Home, DDA Meaningful Day, Expanded Community Services, HCS Meaningful Day, Specialized Behavior Support",3A,,2026-06-26,Yes (has DSHS contract),1,0,0,0,0,0,0,1,2023,,1,1,
F00870,OP,King,6,"Mental Health, Dementia",Adult Family Home,2G,,2026-06-26,Yes (has DSHS contract),1,2,0,0,0,0,0,3,2025,,1,1,
F00871,OP,King,6,"Mental Health, Dementia, Developmental Disabilities","Adult Family Home, DDA Meaningful Day",2G,,2026-06-26,Yes (has DSHS contract),1,0,1,0,1,0,0,2,2026,2026,1,1,
F00872,OP,King,6,"Mental Health, Dementia, Developmental Disabilities","Adult Family Home, DDA Meaningful Day, HCS Meaningful Day",2E,,2026-06-26,Yes (has DSHS contract),0,0,0,0,0,0,0,0,,,1,1,
